,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1170,Amanda amazona,@AmazonaAmanda,2020-12-27,"#YoMeVacuno
#vacunacion
#YoNoMeVacuno
#Araceli
Yo voy a esperar a que salgan todas las actualizaciones de cepas para luego instalarme el antivirus más actualizado",0
1171,Hijo de Enki,@m4rv0_7734,2020-12-27,"A los cobardes y traidores que apoyais la dictadura globalista y prefería la inyección letal, al menos tener la dignidad de deseadnos fortuna en las guerras venideras. En España volverá a amanecer. #YoNoMeVacuno",0
1172,Leomon,@Leomon81746568,2020-12-27,"El TD hoy es como la lotería de Navidad.
Muy repartida la vacuna.
No estaría mal que dentro de una semana dieran un informe de la situación.
#YoNoMeVacuno",0
1173,LEGI RMCF,@VinnieJones77,2020-12-27,Venga va. #YoNoMeVacuno simplemente porque si lo hacen a la fuerza tendría que matarlo.,0
1174,NandOlea,@NandOlea90,2020-12-27,"Hasta los c.... de explicar de que va el tema de todo este cuento y me sigan diciendo que ""la ciencia avanza"" y que ""tiene un 95% de eficacia""
Eficacia los millones de euros que está moviendo todo esto. 
#YoNoMeVacuno",0
1175,Jesús L,@Zulipan7,2020-12-27,"Entre #YoMeVacuno y #YoNoMeVacuno me decanto muy claramente a favor de lo segundo. Quién garantiza ausencia de efectos secundarios a largo plazo? Nadie, obvio, no se han podido comprobar así que sintiéndolo mucho, conmigo no experimentan, ud primero, gracias.",0
1176,Podemos Puente de Vallecas,@CirPuenteVK,2020-12-27,"#YoNoMeVacuno por la salud de todas y todos, avanzando para salir de esta crisis sanitaria, tod@s junt@s. ",0
1177,ciudaddeesteponacf@hotmail.com,ciudaddeesteponacf@hotmail.com,2020-12-27,"La Luz no tiene religion, creas en lo que creas, que este si sea un paso GIGANTE para terminar con esta pesadilla que muchos sufrieron, sufren y otros se fueron dejando huellas en sus seres queridos  #COVIDー19 #YoNoMeVacuno",0
1178,Jess,@Jess_Moya,2020-12-27,"Antivacunas que cuando van de vacaciones a lugares tercermundista se ponen todas las vacunas necesarias y recomendadas....
#YoNoMeVacuno #VacunaCOVID19",0
1179,El Carni,@CarniLeyenda,2020-12-27,A los de #YoNoMeVacuno deberían también esterilizarlos. Campaña porque los imbéciles no tengan descendencia.,0
1180,@LordDarthVader,@LordDarthVader,2020-12-27,NO VACUNARSE. #YoNoMeVacuno,0
1181,Man Echao,@echao_man,2020-12-27,"¿Por que será, que llevan toda la mañana con un especial en todas las cadenas de televisión, hablando de la vacuna y de lo bueno que es vacunarse?, ¿Miedito yo?, Nooo.¿Por que no se vacuna el equipo de gobierno y da ejemplo?.Falso interés a vacunarse. #YoNoMeVacuno
#PsoeManipula",0
1182,Nacho Hernández,@nachohdez97,2020-12-27,Ya sentado esperando a ver las reacciones de los #YoNoMeVacuno cuando empiece a escasear el número de vacunas contra la #COVID19 que lleguen a nuestro país... ,0
1183,Marco,@ahamarco,2020-12-27,"Ni cotiza que si las personas que se han comenzado a vacunar contraen el virus o fallecen a causa de él, nadie va a informar de ello, ¿verdad?.
#vacunacion #YoNoMeVacuno #YoMeVacuno #Araceli",0
1184,LA DE PT,@ladept_,2020-12-27,"¿Te vas a vacunar? #YoMeVacuno #YoNoMeVacuno #COVIDー19 #COVID19 #EspecialVacunaRTVE #vacunacionSí 
75 %
No 
25 %
20 votos
·
Resultados finales",0
1185,Rebelde con causa,@maicucha30,2020-12-27,"Con la llegada de la vacuna, me huelo un ""repunte aterrador"" de contagios, que nos anime a ponérnosla.

#YoNoMeVacuno",0
1186,sebastiandigenarook,@sebadigenaro,2020-12-27,Últimas horas de este nefasto 2020 #YoNoMeVacuno ni loco,0
1187,Rolod,@Rolod14,2020-12-27,"No tenéis que dar explicaciones a nadie. 

Si #YoNoMeVacuno no es por los efectos secundarios, ni por los ingredientes ni por los intereses de nadie.

Es, sencillamente, porque soy libre y NO ME DA LA GANA.",0
1188,θάρσος,@Taxinos,2020-12-27,"Respecto al eslogan que promueve el gobierno, decir que me parece estupendo que se vacune quien lo desee, pero #YoNoMeVacuno hasta no tener garantías claras de que no provoca efectos secundarios graves.",0
1189,Ruso_999,@ruso_999,2020-12-27,Bravo por Araceli!!!! #YoMeVacuno #YoNoMeVacuno #YoMeSantiguo,0
1190,no se peleei,@lord_iniesta,2020-12-27,Me comenta mi cuñado de Guadalajara que ya se ha visto a Araceli cantando la Internacional por las calles. En fin #YoNoMeVacuno,0
1191,Rolod,@Rolod14,2020-12-27,"Hoy más que nunca:

#YoNoMeVacuno porque no me sale de los cojones.",0
1192,Mary_Kokkins,@makkoke,2020-12-27,"Me pregunto cuántas veces habrán roto la cadena del frío en la distribución de la #VacunaCOVID19...

#YoNoMeVacuno 
#vacunacion 
#Vacunas 
#COVIDー19 
#COVID19 
#coronavirus 
#GobiernoDeLaMuerte
#InformeCovid
#QuedateEnCasa
#FelizDomingo",0
1193,F,@Marianajop,2020-12-27,"para los que agreden con la vacuna rusa es simple, si la aprueba FDA me la doy...

el tema que FDA no la conoce
#YoNoMeVacuno",0
1194,Vigoga,@vigoga97,2020-12-27,"La gente en abril: ¡Ojalá descubran una vacuna! #YoMeVacuno

La misma gente ahora: #YoNoMeVacuno porque es una herramienta de control ideológico y dice Cavadas que no es segura nosequé.

Por favor, antivacunas, dejad de ser subnormales conspiranoicos por el bien común.",0
1195,Negacionistas,@Negacionistas,2020-12-27,Simplemente #YoNoMeVacuno y ya está,0
1196,The Snake of Wall Street,@SnakeWallSt,2020-12-27,Hilo para decir #YoNoMeVacuno,0
1197,de_Liiiimaaaa,@isaac9ponte,2020-12-27,"#YoNoMeVacuno porque hasta mayo/junio no podre, pero si ahora mismo me dicen que podria vacunarme, sin pensarlo 1 segundo diria #YoMeVacuno",0
1198,Jordi Gonzalez,@91Jordi,2020-12-27,"#YoNoMeVacuno que se vacune primero 
@salvadorilla
 , y todos los del Gobierno y cuando den resultados lo hacemos los demás. En la gripe común no todos están vacunados.",0
1199,serecàC nàitsabeS,@theglobalfly,2020-12-27,"Veo el #YoNoMeVacuno TT en España jajaj
¿Qué onda? ¿Era cierto al final que los de aquella zona no tienen muchas luces?",0
1200,Jesús Martín,@JessMar81263933,2020-12-27,"Araceli se ha puesto ya la vacuna comunista.
Pobre mujer, ahora estará controlada por Perro Sánchez y el coletas y un nuevo dominio mundial.

#YoNoMeVacuno",0
1201,Claudio Aguilera,@MqdeSade,2020-12-27,"Así no más con los #yonomevacuno en Chile.
Desde el 18-O q piden una educación y salud gratis.
Ahora que les dan una vacuna GRATIS, no se la quieren poner! pónganse de acuerdo poh giles!
(Si la vacuna tuviera un costo para el ciudadano, estarían criticando como siempre)",0
1202,Francisco Quintana.,@Francis113650,2020-12-27,"#NosEngañanComoChinos #Plandemia #QuitateElBozal #YoNoMeVacuno Ni siquiera en #Oymyakon, el lugar más frío 
 del mundo 
 podría sobrevivir el #COVID19, donde las temperaturas más bajas bordean los -60º, y el virus necesita como mínimo -79º.#NadaSobra",0
1203,Alberdiana,@Alberdianita,2020-12-27,"Vacúnen a los HDP
kristina
Alverso
Ministtos Ministras y Ministres
Milagro S
Delía
Massa
Ginés
Máximo 
Insfran
Wado
Grabois
La Ka mpora COMPLETA
Capitanich
Donda
Ofelia
Les Pibis
Intendentes
... 
#YoNoMeVacuno
Vacúnense Ustedes HDRMP",0
1204,PaulinaCuencaOk,@ok_cuenca,2020-12-27,"Empieza la vacunación titula 
@C5N
 #YoNoMeVacuno vacunen primero a todos los Orcos que trabajan en el canal empezando por 
@pabloduggan
 ahí en vivo aunque creo que no vamos a poder detectar si hay reacciones adversas porque Pablito ya vino fallado jajaja ",0
1205,SOBERANA,@sumajes07308123,2020-12-26,"Ya que siempre el único que se sacrifica es el pueblo, voy a hacer otro esfuerzo, y voy a donar la vacuna.  
Requisitos:  

SER: 
SER POLÍTICO K 
ACTORES Y ACTRICES  K 
ABORTERAS
PLANERAS 
#YoNoMeVacuno",0
1206,david ponce armero,@davilob1,2020-12-26,#YoNoMeVacuno No me voy a poner una droga q no se lo q es porque si señores toda medicina es una droga y se desconocen los efectos a largo plazo así q no me voy a vacunar,0
1207,Francisco Luque Ordo,@FranciscoLuqueO,2020-12-26,¿Os he dicho ya que #YoNoMeVacuno ?,0
1208,Mary,@hacebambam,2020-12-26,"Sabéis quienes no se van a vacunar? los africanos, no tienen vacunas porque se las queda Europa #YoNoMeVacuno",0
1209,MariPris,@Mariyi_de_Pu,2020-12-26,#YoNoMeVacuno soy idiota,0
1210,Delaostia,@Putapasada,2020-12-26,Yo esta vacuna no me la pondré nunca #yonomevacuno #YoMeVacuno,0
1211,PATRICIA,@Patmira345,2020-12-26,"#YoNoMeVacuno . QUE SIMPÁTICOS LOS K, NOS QUIEREN MASACRAR A TODOS CON LA VACUNA RUSA. TÍPICO DE LA VIUDA ALEGRE MATARNOS A TODOS LOS QUE PENSAMOS DISTINTO A ELLA Y A SU TÍTERE. YO PREFIERO ARRIESGARME CON EL CORONAVIRUS, ME RESULTA MAS SIMPÁTICO.",0
1212,Lucre,@lucre901,2020-12-26,"#ElPeorPresidenteDeLaHistoria
#YONOMeVacuno
#SoyPatriota
Dono mi dosis de la vacuna Rusa al equipo de Gobierno de 
@alferdez
  o a los ciudadanos Rusos que están indignados por el envío de las 300 mil dosis Argentina!
@SantiCafiero
@ginesggarcia",0
1213,Amira El masri,@AmiraElmasri1,2020-12-26,#SputnikV no es vacuna ENSAYO de LABORATORIO #YoNoMeVacuno,0
1214,Socialismo y lo que surja,@sociliza2,2020-12-26,"#YoNoMeVacuno #COVID19 #coronavirus tranquilos, no os pongáis nerviosos que con la nueva cepa del coronavirus el gobierno nos permitirá asistir a la manifestación de 8m para que nos contagiemos todos",0
1215,Socialismo y lo que surja,@sociliza2,2020-12-26,#YoNoMeVacuno #COVID19 con la nueva cepa del coronavirus Iker Jiménez tiene programa hasta junio,0
1216,Bluund,@MrBluund,2020-12-26,Basta de mentiras en los medios de desinformación. #YoNoMeVacuno,0
1217,Kali,@Kali53234833,2020-12-26,#YoMeVacuno Hasta que no haya claridad total con los efectos secundarios a corto y largo plazo #YoNoMeVacuno,0
1218,Capitán Fachoso,@capitanfachoso,2020-12-26,Ni de puta coña me vacuno. Me niego a que un judío talmúdico experimente con mi cuerpo español #YoNoMeVacuno,0
1219,AvinuteProductions,@avinute,2020-12-26,"#YoMeVacuno #YoNoMeVacuno

Vaya... los que atacaban al Gobierno en esto forman parte de la campaña mas porque quieren las comisiones que otra cosa, el HT lo suben los verificados, esos que o no se van a poner nada o van a simular que se lo ponen, el resto caerá como moscas...",0
1220,Juanlu,@Jazzel65,2020-12-26,"¿Por qué se vacunan (vaya usted a saber que les inyectan) los dirigentes de varios países, en televisión para que lo vea todo el mundo? 
¿Nos tienen que convencer de ponernos algo que es bueno para todos?
#YoNoMeVacuno",0
1221,PlusUltra,@PlusUltra1980,2020-12-26,"#YoNoMeVacuno
- Si me vacuno tengo la certeza de que no me voy a contagiar con esta o con otras cepas..?
- NO
- Si me vacuno tengo la certeza de que no tendré efectos secundarios adversos?
- NO
- Aún así, me dice que debo vacunarme?
- SI, eres mi esclavo OBEDECE",0
1222,NandOlea,@NandOlea90,2020-12-26,"Se ha visto a Toretto con un convoy de coches tuneados intentado asaltar los camiones con las vacunas. 
#ElMayorTeatroDeLaHistoria
#FastAndLiar
#YoNoMeVacuno",0
1223,Yasmina.,@Y88YASMINA,2020-12-26,"#YoNoMeVacuno:
Yo no me dejo marcar por la bestia.

Gracias
a mi Señor y Salvador Jesucristo
y a mi Padre Creador Jehová,
yo tengo vida eterna.
Gloria a Dios.",0
1224,no se peleei,@lord_iniesta,2020-12-26,"Quieren que nos creamos que van a empezar a vacunar y encima en ""Guadalajara"", nunca he oído hablar de ese sitio. En fin, que OS ENGAÑAN como quieren. #YoNoMeVacuno",0
1225,MEMES_Y_MAS_MEMES,@MEMESYMASMEMES6,2020-12-26,"PIENSAD QUE EL GOBIERNO PONDRA OBLIGATORIA LA VACUNA VIENDO LA NEGATIVA DE CIERTAS PERSONAS? 
#yonomevacuno #YoMeVacunoSEGURO QUE SI
56,3 %
NO , DEJARAN ELEGIR
43,8 %
NI IDEA
0 %
16 votos
·
Resultados finales",0
1226,Valentina Valdo,@valdovalentina,2020-12-26,#YoNoMeVacuno voy a esperar a todos los entusiastas de #YoMeVacuno a ver que tal les va,0
1227,ąntōnīø,@aamacias_,2020-12-26,"¿Que piensas tú? #YoMeVacuno #yonomevacunoYo SI me Vacuno
20 %
Yo NO me Vacuno
80 %
25 votos
·
Resultados finales",0
1228,Golfo,@Antonirogergc,2020-12-26,"Que los políticos globalistas de todos los paises no tengan que
estar escondidos, cual ratas.

Pone de manifiesto, que la cobardía de la humanidad le
llevará a su extinción por no 
enfrentarse a sus asesinos.

#Plandemia 
#YoNoMeVacuno",0
1229,David de Castilla,@davidobAtleti,2020-12-26,"Me parece perfecto lo de #YoMeVacuno la verdad. #YoNoMeVacuno,pero de eso se trata, libertad, que cada cual haga lo que crea.
Yo no llamo a nadie bozalero,  covidiano, ni nada, no me meto con nadie y respeto a todo el mundo, pero eso mismo pido yo hacía a mi por pensar diferente.",0
1230,Israel Pérez,@elisraperez,2020-12-26,"Cuando salgo por la montaña tengo miedo de que me atropelle un perro o de que me muerda un ciclista.
#26dicembre #YoMeVacuno o #YoNoMeVacuno qué se yo.",0
1231,Mary_Kokkins,@makkoke,2020-12-26,Las casualidades no existen. Primer día laborable de la vacunación en España: 28 de diciembre  #YoNoMeVacuno,0
1232,El Azote del NOM,@elazotedelnom,2020-12-26,"El circo es tal que la tv en España va a hacer un especial este domingo sobre la llegada y puesta de la vacuna salvadora. Da igual que nos digan que no evita contagios, que no te inmuniza o que te puede matar. Es salvadora y punto. #YoNoMeVacuno #Plandemia",0
1233,Rinconete,@ErRinconete,2020-12-26,#YoNoMeVacuno porque esta es la mayor farsa de la historia.,0
1234,GABRIEL C. PALOMINO,@GABRIELCPALOMI1,2020-12-26,"#YoNoLosVote,
#YoNoMeVacuno,
Me ofrezco a vacunar al Frente de Todos comenzando por Cristina.....la jeringa la compro yo",0
1235,Claudia Webers,@ClaudiaWebers,2020-12-25,"Te pueden manipular pero JAMÁS obligar...ERES LIBRE.
#YoNoMeVacuno",0
1236,"Patriota dl 22%
No al Comunismo!",@change546,2020-12-25,"Tengo la sensación q andan tan desesperados por obtener una Vacuna, la q sea, sin testeo, da lo mismo, mientras la vendan como Vacuna prometedora d Salvación, compran cualquier w3á.
Bien sabemos q muchas veces el ""Remedio"", puede ser peor q la Enfermedad.

#YoNoMeVacuno",0
1237,#SoyDel41 % QUE NO VOTO CHORROS,@DANYD8,2020-12-25,"Ni en el día de Navidad dejan de romper los 
siguen con la #OperacionCircoK de la vacuna rusa, veamos cuantos dicen con esta #YoNoMeVacuno ",0
1238,Cristian Masaru Emoto,@emoto_masaru,2020-12-25,"Váyanse a la chucha !! No podi justificar miles de millones en una wea que quizás te sirva 52 días de tu vida mientras la gente muere en listas de espera wn con el sistema público!!!!! Ctm vendio
 ( pido disculpas a mis seguidores pues no habitúo los improperios ) #YoNoMeVacuno",0
1239,Carlykiss,@YolandaMartnez9,2020-12-25,"Amigos a partir del 27 D, comienza en España, campaña vacunacion Covid 19, y encima televisada en TV1.
Atemosnos los machos, y seamos muy fuertes mentalmente.
#yonomevacuno
#somoslaresistencia",0
1240,Maui ∞,@Maui_Belen,2020-12-25,"Un pensamiento único para controlarlos y esclavizarlos a todos, y una vacuna única para enfermarlos, modificarlos y matarlos. 
#YoNoMeVacuno Que le den al 'virus’ y a los psicópatas globalistas genocidas.",0
1241,Gonzalo Castro #usomascarilla #chiledesperto Ⓖ,@gonzalocasstro,2020-12-25, ministro de salud y autoridades deben dar el ejemplo y vacunarse #YoNoMeVacuno,0
1242,Bibiana.MDQ #PobreMiArgentina,@BibianaViana,2020-12-25,"Veo a tantos amigos de Argentina, España, esperando y festejando la llegada de la vacuna que no lo puedo creer!
A esta altura no se si me tiene más agotada el desgobierno de corruptos o los devotos covidiotas.
Cuando van a pelear por sus derechos?
#YoNoMeVacuno",0
1243,OnironautaCl,@OnironautaCl,2020-12-25,"Aún recuerdo cuando muchos catalogaban de inhumano e inmoral a #Hitler porque hacía experimentos genéticos en animales (para mejorar raza) ; hoy nadie abre la boca que se hacen directamente con humanos y con la población mundial engañada.-
#Plandemia #NuevoOrden #YoNoMeVacuno",0
1244,Dra. La,@DraLa10,2020-12-25,"#YoNoMeVacuno 
Dono 'mi' vacuna a los amigos K !!",0
1245,Bautista Péntecost XY,@BautiPentecost,2020-12-25,"Cuando todo el mundo se pone de acuerdo en algo, es de sospechar y cuando hay líderes mundiales que se oponen y los tratan de locos, es de sospechar, nunca debemos creerle a los gobiernos y menos a un gobierno global. #YoNoMeVacuno 
#VacunateVosCristina",0
1246,PvDurán,@pvDuranO,2020-12-25,"Atent@s con el brote que va a afectar solo a los vacunados
#YoNoMeVacuno #nomevacuno",0
1247,anarcocapital,@anarchocapita1,2020-12-25,"Aceptaría la vacuna esa
si me la pusiera tiesa
#YoNoMeVacuno 
Por lo menos espérate
que termine la fase III
#yonolosvote 
Antes de que se la pongn a tu padre
que se la pongan a su puta madre
#FalsaPandemia",0
1248,Pablo Casaco,@CasacoPablo,2020-12-25,"Feliz día de la navidad a todos menos a los que no me votais.

#FelizNavidad 
#FelizViernesATodos 
#FelizViernes 
#YoNoMeVacuno 
#coronavirus",0
1249,@LordDarthVader,@LordDarthVader,2020-12-25,NO VACUNARSE. #YoNoMeVacuno,0
1250,Madibooo,@madibooo,2020-12-24,"Netflix ""Fuera de radar"" 
Nos llegan voces de disidentes.
#YoNoMeVacuno",0
1251,El Tecolote,@el_tecolotin,2020-12-24,"Estas vacunas, lanzadas ""al vapor"" sin los estudios científicos necesarios en el tiempo correcto, con negociaciones ""obscuras"" entre gobiernos y laboratorios, y con altos indicios de efectos secundarios terribles, constituyen un negocio multibillonario para muchos. #YoNoMeVacuno",0
1252,Cristina Villarroya López,@Crisvilla75,2020-12-24,que nos van a controlar los que no nos pongamos la vacuna.... es ilegal no me pueden obligar.... #YoNoMeVacuno,0
1253,Maquiavelo Anti K,@jctejada081,2020-12-24,"5000 vacunas para Mendoza y empezarán a vacunar este lunes pero sin información cuando será la 2° dosis, tiempo mínimo para que sea efectiva 21 días 
Yo dono mi vacuna a mis compañeros de trabajo kirchneristas y a los conformistas sin cerebro 
#YoNoMeVacuno",0
1254,John Galt,@freedooMarket,2020-12-24,Somos el 1er pais en el mundo fuera de los paises satelites de lo que fue la URSS en aprobar la Sputnik-V. Una verguenza. #YoNoMeVacuno,0
1255,Hernan Avila S.,@havilamd,2020-12-24,Que  #yonomevacuno  sea Trending Tópic y #quenotengañen ,0
1256,#SoyDel41 % QUE NO VOTO CHORROS,@DANYD8,2020-12-24,"Vomitiva la cobertura de 
@todonoticias
 del flete con la #OperacionCircoK de la vacuna ! Se nota que ahí ya están poniendo guita a full!
#YoNoMeVacuno con la rusa",0
1257,LIBERTAD,@LIBERTADOR911,2020-12-24,#YoNoMeVacuno con cualquier cosa,0
1258,"Mara Minelli
#SOY DEl 41%
.Bloqueo a los K",@maraminelli1,2020-12-24,"Argentina es el único país, después de Rusia, en utilizar la vacuna Sputnik..... A mí más que orgullo, me da miedito, mucho miedito.
#YoNoMeVacuno",0
1259,Leandro Luzzi,@LeandroLuzzi,2020-12-24,De poder elegir lo haría por la Rusa. Ven a mi #SputnikV. #YoNoMeVacuno,0
1260,Rómulo D.,@Raynor10653022,2020-12-24,"Ojalá que todos aquellos q pidan la vacuna a gritos sean los primeros en ponérsela 
#YoNoMeVacuno",0
