,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
3089,WLADIMIR GALLARDO,@Wlad_Gallar,2021-02-04,"Virginia Reginato de la 
@udipopular
 tiene a la Municipalidad de Viña del Mar desfalcada .... Solo aparece para el festival de Viña..... Ahora escondida .... sin dar la cara con la caga que tiene con la vacunacion.

#YoMeVacuno #VacunaCOVID19",1
3090,Felipe Vilches Lagos,@The_FV,2021-02-04,"Poco claro el gobierno en la vacunación para estudiantes en práctica clínica, muchos están recorriendo todo Santiago buscando vacunas, a algunos se las niegan a otros los vacunan, un despelote. #YoMeVacuno",1
3091,Dulcinea de La Luna #Justicia #Dignidad,@DulciAmiluna,2021-02-04,"#VinadelMar un DESASTRE el proceso vacunatorio y así la alcaldesa Reginato se postula a concejal. Son 2 días ya que el proceso ha fallado, exponiendo la salud no sólo física y mental de nuestros abuelos y padres. Merecen respeto 
#VacunaCOVID19 #YoMeVacuno #VacunaAdultosMayores",1
3092,AtacamaQuerida,@AtacamaQuerida,2021-02-04,"Alguien puso: a quien pedir indemnización si la vacuna le provocaba algún daño?
Yo le respondí que si ella se enferma grave por covid por no vacunarse, se intuba y queda secuelada, a quien se lo pediría ella? No me respondió #YoMeVacuno",1
3093,Andrea Obaid,@AndreaObaid,2021-02-04,Mi hermano médico se vacuna hoy y mi cuñada enfermera se vacunó ayer. Que alivio! Esperando me toque en algún momento #YoMeVacuno ,1
3094,Makarena Rodríguez,@makadenisse,2021-02-04,"Soy el último eslabón en la cadena para vacunarme y francamente no sé cómo lo haré con esta ansiedad 
 #YoMeVacuno",1
3095,Andrea Boudeguer Simonetti,@aboudeguer,2021-02-04,"Vino mi vecina de 94 años, a presumir (linda) que ayer recibió la vacuna. Hace un año que no la veía! #yomevacuno",1
3096,Daniela Figari,@daniela_figari,2021-02-04,Me emociona ver las Rrss llenas de gente vacunada y la poderosa respuesta que los equipos de #aps han montado. Mañana me toca a mi y son pasos ganados para poder volver al mundo exterior!! #YOMEVACUNO,1
3097,Luis Esteban Ardiles,@cachoardiles,2021-02-04,"El próximo 10 de febrero me corresponde la 2ª dosis de la Pfizer. Ayer mi viejo se vacunó con la 1ª dosis de Sinovac.
Mi abuelo ayer igual se vacunó con la sinovac.
Vamos Chile, hay que vacunarse para empezar a derrotar a la pandemia!!
#YoMeVacuno #VacunaCOVID19 #",1
3098,Lila Osses,@heeeylaila,2021-02-04,"Me encanta ver las publicaciones de colegas de la salud vacunándose! Encuentro que da esperanza y sirve como ejemplo 
 #yomevacuno #Sinovac",1
3099,Pachita,@pazitapaz,2021-02-04,"Mis papás se vacunaron.Ella alergias a medicamentos,mariscos, pescado.El cardiopatías, diabetes,toma anticoagulantes y + cosas... Ambos Impecables,sin reacciones adversas pero Felices y Esperanzados de que ésta Pandemia termine pronto,por algo se empieza #YoMeVacuno  ",1
3100,luis O. morales I.,@elwarendetemuco,2021-02-04,"Soñaba que 
@mbachelet
, como ex-presidenta y Doctora, ingresaba a un consultorio a vacunarse, en señal de unidad y apoyo a la campaña #YoMeVacuno, luego...despertè.",1
3101,Guillermo Antonio,@GupavAntonio,2021-02-04,#YoMeVacuno The Lancet libera estudio que muestra seguridad de vacuna Sinovac en población mayor de 60 años,1
3102,María de Ios Ángeles,@mangii281,2021-02-04,"No me había hecho la idea hasta ahora de que en algún momento me tocará vacunarme, como todo se ha centrado en personal esencial y en grupos de riesgo. Aunque todavía me parece incierto y lejano. #YoMeVacuno",1
3103,Raúl Patipelado Alvial,@alvial25,2021-02-04,"Estoy contento, en mis redes sociales no tengo ningún antivacunas o terraplanistas. 
Alcoholicos y marihuaneros por montón, pero ciudadanos que se vacunaran llegado su turno. 
#YoMeVacuno
#VacunasParaBomberos",1
3104,Fernanda,@Fercilidad,2021-02-04,"Los profesores no fuimos considerados para la primera tanda de la vacuna, eso significa que llegaremos al 1 de marzo sin ninguna barrera de protección con los niños.
Insólito.
#YoMeVacuno",1
3105,Omar Zevallos,@omarzev,2021-02-04,Esto de la vacuna ya parece un guion mal hecho de la Rosa de Guadalupe. #YoMeVacuno,1
3106,yasmine atenas,@yas_atenas,2021-02-04,Mi mamá con la primera dosis de la vacuna lista!!!  #YoMeVacuno,1
3107,Luis Escobar Bascur,@luisescobarb,2021-02-04,"Hoy estoy feliz porque veo mucha gente vacunándose 
. Ya se vacunó mi prima ayer, mañana se vacunan 2 de mis abuelas y el lunes mi otra abuela. Feliz feliz! Y ahora esperando ansioso que mis papis y yo podamos vacunarnos
. #YoMeVacuno",1
3108,P.Hugo Tagle Moreno,@HugoTagle,2021-02-04,"#FelizJueves Felicitaciones a las autoridades x la vacunación ordenada, buena logística, profesional y bien organizada. Tb x el buen ejemplo de los adultos ¡Gracias x espíritu positivo! ¡Muy buen trabajo de las autoridades! Felicitaciones! #Chile #YoMeVacuno #COVID19 #VacunaCovid",1
3109,Househusband,@HousehusbandsES,2021-02-04,"Lo de Israel, se predijo en ""Guerra Mundial Z"". #YoMeVacuno",1
3110,lavaleriacaterina,@lavaleria1981,2021-02-04,"A mi mamá (66 años) le falta poco para irse a acampar fuera del CESFAM 
 #esdeansiosa #YoMeVacuno",1
3111,Angelica,@Angelic27761073,2021-02-04,"#YoMeVacuno #Iquique les cuento, ayer me vacunaron con la vacuna SINOVAC, sin ninguna complicación, solo una leve molestia en el brazo. 
!!!!",1
3112,Camifemininja,@camilaolazo,2021-02-04,"Hablemos de los outfit que están sacando l@s adult@s mayores para ir a vacunarse. Su elegancia trasciende la clase social, tengas mucho o poco van de punta en blanco con su mejor pinta. Esto es un momento importante, me emociona verl@s ir sin dudas a vacunarse. 

#YoMeVacuno",1
3113,Juan Carlos Said,@juancarlossaid,2021-02-04,"Me acabo de vacunar en 
@SoterodelRio
 Gracias a todo el personal de salud q participa en este proceso q permitirá salvar las vidas de miles de chilenos en los próximos meses. #YoMeVacuno",1
3114,P@to,P@to,2021-02-04,#yomevacuno las #afp también vacunan,1
3115,Mayamiqueña,@claudiadina,2021-02-04,Soy de las que aplaude y celebra al enterarme de familiares que ya fueron vacunados...que Alegría!! #YoMeVacuno,1
3116,pazelisa,@elisarambal37,2021-02-04,PARA SUPERAR ESTA PANDEMIA!  #YoMeVacuno,1
3117,ENRIQUE VILLALOBOS,@evillalobospin1,2021-02-04,Puesta la segunda dosis!! Sin incidencia ninguna. #YoMeVacuno,1
3118,Andres -TriCampeon-,@Andr3s_Crzd,2021-02-04,Abuelo vacunado! Feliz!! #YoMeVacuno,1
3119,O. Castillo-Felisola,@OCFelisola,2021-02-04,"Supuestamente queremos acabar con la pandemia #YoMeVacuno, pero en la TV aparecen politicos, y hasta medicos diciendo que no se vacunaran. Una semana convenciendo a los viejos que se vacunen, y en #cartagena la enfermera no quizo vacunar por alergia a sulfa! 
@Salud_Responde",1
3120,Marcelo Muñoz-Felipe,@iamarceloamunoz,2021-02-04,"No suelo felicitar a un gobierno, pero esta vez me saco el sombrero ante el plan de vacunación del 
@GobiernodeChile
 
Cuando una política de Estado es exitosa todos ganamos 
#YoMeVacuno",1
3121,Sofia,@SofiaEsBot,2021-02-04,"#YoMeVacuno ... pero ni una wea China.

#AdultosMayores",1
3122,"La Jojo
「 Stand name: 8M
」",@LaMultiversiana,2021-02-04,"Aquí esperando qué Titan le salió a mi abuela
#YoMeVacuno",1
3123,Judit,@JuditOh6,2021-02-04,"Después de 21 días segunda dosis puesta 
. 
Respecto a la primera dosis sólo tuve sensibilidad y dolor en el brazo en el que me pincharon, por lo demás genial
. 
#YoMeVacuno #Pfizer #COVID19 #coronavirus",1
3124,#No_Guerra_Contra_PuebloMapuche,@jazzun,2021-02-04,"Para niños y embarazadas no hay vacunas. Hágalo por ellos y vacúnese. Sin miedo, sin excusas
#YoMeVacuno",1
3125,Ana FdV,@afdelvalle,2021-02-04,"Segunda dosis puesta 
 @HUCA_Asturias
 #COVIDVaccination #YoMeVacuno",1
3126,Sayu,@somedaycallme,2021-02-04,"Recibe mi primera dosis de la vacuna para el Covid, todo bien por aqui
#yomevacuno",1
3127,Rafael Bustamante,@rafaelbus19,2021-02-04,"Es triste amar sin ser amado
Pero es mas triste defender la vacuna y que no te hayan vacunado
#YoMeVacuno",1
3128,Daniela Schneeberger #Quedateencasa,@Dani_schnee,2021-02-04,"Muy feliz, hoy me vacune, por mi y mi familia y por todos los que no pueden vacunarse #YoMeVacuno",1
3129,Hyrule,@GuerreraHyrule,2021-02-04,"Es oficial, me vacune contra el covid 
 fue raro porque sentí la aguja dentro mio pero no me dolió 
 ahora estoy reposando por 10 minutos 
 mas me demoré en llegar que en vacunarme 
 #YoMeVacuno",1
3130,Christian Alejandro Vidal Paiva,@chavp,2021-02-04,"Adultos mayores respetan a sus pares, votan, entienden q entre todos nos debemos cuidar, se vacunan. Personas / Adultos mayores un ejemplo. Ojalá futuros abuelos,adultos,personas mayores aprendan de esto 
Yo no me vacuno , porque aún no me toca 
 , cuando sea el día #YoMeVacuno",1
3131,Roberto Poblete A,@RobertoPobleteA,2021-02-04,Me parece muy afortunado que la vacunación haya comenzado por el personal de salud y personas mayores. Cuando termine esta etapa se debería considerar a todos los trabajadores de la educación ya que el 1 de marzo comienza el año escolar de forma presencial. #YoMeVacuno,1
3132,Paula Carolingia,@PaupinozaP,2021-02-04,"#PersonasMayores
En 
@TVN
 las infantilizan y en #Bienvenidos13 las erotizan.
La imposibilidad de hacer una nota adulta
#YoMeVacuno #VacunaAdultosMayores",1
3133,YqueMeImporta?,@HumbertoRiveros,2021-02-04,"Lo cierto es que todos los tuiteos poniendo en duda las vacunas o el proceso mismo envejecieron mal ... y, además, casi todos eran mala leche no más... forzando a ver el vaso medio vacío ...#YoMeVacuno",1
3134,"M
TI CC",@Maticolocolito,2021-02-04,"Si hay personas que odio más en este mundo es a los #antivacunas y los que apoyan el #YoNoMeVacuno  
Son como una clase inferior de seres vivientes que no les alcanza ni para ser animales. 
#YoMeVacuno #yosimevacuno",1
3135,Mario Conejeros,@Mario_Conejeros,2021-02-04,"Mi madre de 90 años por fin se vacunó, ayer, asumo que por temor,  no quiso. Anoche después de ver en las noticias a las personas que se vacunaron cambió de opinión y hoy se vacunó. Confiar en Dios 
 y en la Ciencia que tomamos la decisión correcta #COVID19 #YoMeVacuno",1
3136,Ñoño,@DavidCastilloP,2021-02-04,"Cuando el Estado pone en el centro de su acción a las personas comunes, todo anda mejor. Por eso necesitamos un E° robusto, preocupado y ocupado en el bienestar de todes. #YoMeVacuno",1
3137,NELIDA ROJAS,@NELITA52,2021-02-04,"#YoMeVacuno chile
@MuniLaReina
 
Ell reporte de, The Lancet dice:  
""Seguridad, tolerabilidad e inmunogenicidad de una vacuna inactivada contra el SARS-CoV-2 (CoronaVac) en
 ADULTOS SANOS de 60 años o más""
¿Que vacuna inocularan a personas de alto riesgo >60?
Pediran dcto del doc?",1
3138,Rodrigo RGC,@rgc25_biordg,2021-02-04,"Por aquellas personas que ya no están con nosotros, como mi mejor amiga que murió en noviembre, si hubieran recibido la vacuna aún estarían aquí. Vacúnese, hágalo por aquellos que ya no están, por aquellos que siguen dando la pelea en la UCI, y por sus seres queridos. #YoMeVacuno",1
3139,Paula Carolingia,@PaupinozaP,2021-02-04,"#YoMeVacuno, pero estoy con la Dra. María del Carmen Molina, ya que es imposible conocer sus EFECTOS A LARGO PLAZO. 
Es imposible q haya estudios... 
Y ella sí es Doctora, doctorada, aunque no sea médica
@Pajarobere
#Bienvenidos13",1
3140,Diego Antonio,@diego_vargas17,2021-02-04,"Durante años fui el wn que en asados, sobremesas y carretes, defendío la ciencia de un sinfín de barbaridas con que la atacan y menosprecian. Mentiría si digo que estos días no siento una satisfacción personal al ver la maquinaría científica del mundo está funcionando #YoMeVacuno",1
3141,Luisa Gutiérrez S.,@Luisagutierrezs,2021-02-04,"Orgullosa de mi papá que ya se vacunó 
 #YoMeVacuno",1
3142,Juan Perez Soto,@JuanitoPerezSot,2021-02-04,"Entre el derecho de los Aymaras a vivir tranquilos en sus territorios ancestrales y la libertad absoluta de migrar legal o ilegalmente, hay mucho progre haciendo corto circuito para tomar partido ... #colchane #YoMeVacuno #FelizJueves",1
3143,Carlos Feña Riveros,@MonoC0nNavaja,2021-02-04,"#YoMeVacuno pero no nos traten de wns como en la gripe española, sabemos cómo operan las farmacéuticas, los doctores y políticos d espalda a la ciudadanía por eso es necesaria información clara, saludo a los ""negligentes"" d la 
@voceriavirtual
 por reflexionar y expandir el debate",1
3144,HeriCastelán,@HeriCastelan,2021-02-04,"Buenos días ya despertaron hoy es un gran día. #FelizJueves #DiaMundialContraElCancer
#YoMeVacuno",1
3145,Ignacio Clavijo,@IgnacioClavijo,2021-02-04,"Los medios de comunicación, así como han cubierto el ""exitoso"" proceso de vacunación, podrían dar tribuna a la negación de vacunación de los profesionales de la salud no públicos que se les está negando la vacuna #YoMeVacuno",1
3146,Pablo Toloza Constituyente,@pablotoloza,2021-02-04,"Felicitaciones!!! por el proceso de vacunación. Emociona ver y escuchar los testimonios de los adultos mayores felices después de tanto encierro, están dando nuevamente una lección de compromiso y civilidad. Felicitaciones además a los trabajadores de la salud
 #YoMeVacuno",1
3147,Karina,@Kalereanz,2021-02-04,"Alguien que de haya vacunado ayer en #LaFlorida ¿Cuándo le corresponde la 2da dosis?
#YoMeVacuno #VacunaCOVID19",1
3148,CRISTINA OPAZO A.,@CRISTHY2014,2021-02-04,"#BuenosDiasTVN doc 
@sebasugarte
 que podría ser lo más grave q nos podría pasar después d la vacuna ....saludos gracias #YoMeVacuno por ti ...por mi y por todos",1
3149,María José Palma,@MariaJosePalmaN,2021-02-04,"Segundo día de este proceso inédito. El presidente 
@sebastianpinera
 lo inició con mucha anticipación, desde Mayo2020, para que hoy miles de chilenos puedan tener una vacuna que nos da sin duda, esperanza y alegria. Hoy, es el momento de nuestros adultos mayores #YoMeVacuno ",1
3150,Patricio Cerda Adaro,@patocerdaciudad,2021-02-04,"..pero pa organizar tecitos y bailoteos de campaña en el Hotel Ohiggins la logística municipal funcionaba como reloj! 
#viña #VacunaAdultosMayores #negligencia #YoMeVacuno",1
3151,pH,@Patrher,2021-02-04,"Una vez más este gobierno nos ""vacuna"", pero primera vez que con una connotación positiva...
#YoMeVacuno",1
3152,"Garau, Don
arcos",@marcosgarau,2021-02-04,"#YoMeVacuno ...
Mi abuela...por fin me la pondrán...
.
Mi abuelo...ay !!  vieja no seas hocicona... 
.
Yo ...
.",1
3153,Luis Valdés,@__Valdes,2021-02-04,"Impresiona el sentido de responsabilidad superior que tiene la generación convocada a vacunarse ayer. Fuera de toda discrepancia, como supervivientes entienden que la vacuna es una opción que no se debe dejar pasar.
#YoMeVacuno",1
3154,La Uge #quedateencasa,@meugenialopezh,2021-02-04,Escuchar la alegria de mi suegra de 88 años por haberse vacunado contra esta mierda de bicho me hace llenarme de esperanzas... En cuanto pueda #YoMeVacuno ,1
3155,Franco,@lm_not_Homer,2021-02-04,"Me queda la duda, la vacuna que están usando en personas mayores es la misma que usaron en Piñera y su familia? O compraron una menos eficaz para las ciudadanos? #YoMeVacuno",1
3156,Pamela Fierro,@pamelindaaaaaa,2021-02-04,"¡Avanzamos! Psicólogos/as considerados en el Personal de Salud para esta ronda de vacunación. Un avance para reivindicar y entregarle dignidad a un gremio silencioso que trabajo todo el 2020 en el reparo y contención de la Salud Mental 
  #YoMeVacuno",1
3157,Alejandra Calvo,@Alusa_,2021-02-04,"Dicen que en Viña no respetaron el calendario del 
@ministeriosalud
 @SaludSsrv
 y que incluso mandaron a los adultos mayores de 90 y más a sus casas para que se registren y que si no los llaman mejor que no vayan a vacunarse #YoMeVacuno",1
3158,Mi Radio,@MiRadiols,2021-02-04,"#BuenDía
Seremi de Salud Coquimbo, Alejandro García: ""La primera jornada de vacunación fue muy exitosa, se colocaron 3.310 dosis en sólo una jornada, el comportamiento de los adultos mayores fue ejemplar."" #YoMeVacuno",1
3159,Joaquín,@joaquinccrs,2021-02-04,En Viña del Mar el proceso de vacunacion es horrible. La inscripción por via web excluye a la mayoría del grupo objetivo para esta primera etapa.  Ahora se generan aglomeraciones en Cesfam y no hay respuestas. Esperemos que se solucione en las próximas horas. #YoMeVacuno,1
3160,Diego ,@DieguiLost,2021-02-04,"Si una persona estuvo con un simple resfrío, se puede vacunar? #YoMeVacuno",1
3161,tina,@sidcristina,2021-02-04,"Pues ya me han vacunado!!
Primer pasito del fin
#YoMeVacuno",1
3162,naty,@natywentz,2021-02-04,"Tienen que empezar a vacunar antes, xq los adultos mayores estan llegando a las 7 am. Y estan esperando mucho tiempo. #YoMeVacuno",1
3163,Moira Henzi Becker,@MoiraHenzi,2021-02-04," Aquí, *todos podrán informarse sobre los locales de vacunación que estarán# habilitados* en cada comuna y región del país 
 (se irá actualizando de acuerdo al calendario de vacunación). #YoMeVacuno",1
3164,Margarita Guarello,@MGuarello,2021-02-04,Extraordinario despliegue del sistema de salud. Nuevamente siento orgullo de los profesionales de la salud pública y la ciudadanía. Bien el MINSAL en esta gestión. #VacunaCOVID19 #YoMeVacuno,1
3165,pao reyes v,@paoreyesvargas,2021-02-04,"Cómo es posible tengan a los abuelitos con el frío que hace esperando fuera del consultorio 
 llevan hasta sus propias sillas. #viña el municipio con más recursos pero el más ineficiente.Pero para el festival corren los wnes con tal de figurar 
 #YoMeVacuno #GobiernoDeInutiles",1
3166,Russel González Belliazzi,@RusselGonzalez,2021-02-04,"Dejen de molestar a esos abuelos 
@BuenosDiasTVN
, periodismo chaquetero sin altura, solo empeoram el proceso con sus comentarios #YoMeVacuno #PrensaBasura",1
3167,Cancino,@r_cancinoc,2021-02-04,"La caga en Viña del Mar con las vacunas , lamentable ver adultos Mayores expuesto al frío y teniendo que esperar más de una hora #YoMeVacuno",1
