,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
4829,𝕻𝖚𝖈𝖔,@Puconollores,2020-12-28T03:24:43.000Z,si esa fué la negociación que hicieron con argentina por la vacuna cuál será la que hicieron aquí en colombia y lo peor es que esa basura de duque aceptó tremenda mierda,0
4830,Andrés Cartagena. Triatleta & Maratonista.,@AFBETANCOURT,2020-12-28T03:03:44.000Z,y debemos esperar un mes más para que la vacuna llegue a colombia ,0
4831,Redpolis,@redpolis,2020-12-28T02:18:37.000Z,mientras varios países proyectan ir a marte crear nuevos materiales poner un sol artificial en funcionamiento etc en colombia no son capaces de hacer un metro subterráneo un túnel en una montaña o comprar una vacunaquien quiere más de lo mismo en 2022,0
4832,Jean Pol Bolocco,@MeLlamanWillyto,2020-12-28T02:11:39.000Z,la hija de un compañero de trabajo que estudio epidemiológia en la unam dice que pa qué una 70hpta vacuna si el bicampeónato del américa borro malparido el covid en colombiasolo tiene 7 años y es hermosa la amo,0
4833,Lina Reyes,@Linitareyes6,2020-12-28T01:55:22.000Z,para que tanta insistencia en un vacuna que cuando llegue a colombia ya no va a servir los virus cambian por eso cada año hay vacuna de influenza,0
4834,El Satélite,@oquinteroefe,2020-12-27T23:34:23.000Z,esto de la vacuna anti covid19 está bien raro el 60 de los franceses expresa desconfianza y un 50 definitivamente dice que no se vacunará en colombia se dice que el 20 de la población no se hará aplicar la vacuna,0
4835,Rafael Martínez Galarza,@juramaga,2020-12-27T23:11:14.000Z,lo nuevo y más trendy ahora es poner fotos en fb e ig del momento en que uno se pone la vacuna covid colombia aún no entra en la moda,0
4836,Maria Camila,@CamilaLoperaR,2020-12-27T20:44:56.000Z,les da miedo ponerse la vacuna para el coronavirus pero si les dicen que hay un nuevo producto para rellenar labios y nalga están en primera fila colombia de mi corazón ,0
4837,restaurando,@javierguzmanu,2020-12-27T20:30:17.000Z,colombia cuándo producirá al menos una vacuna,0
4838,Dereck Blanco,@Dereckb,2020-12-27T20:05:55.000Z,en latam la vacuna de pfizer y biontechgroup ya se va colocando en chile costa rica colombia y méxico otros países la van recibiendo mientras venezuela se sigue decantando por la rusa sputnickv,0
4839,Jose Eduardo Garcia,@josedo1,2020-12-27T19:32:04.000Z,estamos en una carrera de 20 países vecinos por la vacuna ya llegaron 6 países a la meta colombia sigue en competencia sin culminar la carrera y ya la están felicitando eso tiene lógica,0
4840,𝑳𝒖𝒊𝒔 𝑮. 𝑹𝒆𝒔𝒕𝒓𝒆𝒑𝒐 𝑹𝒊𝒗𝒂𝒔,@L_G_R_R,2020-12-27T18:39:20.000Z,a las dudas más comunes respecto a la vacuna de pfizerbiontech sumo esta si requiere un temperatura tan extremadamente baja qué nos asegura que la que le apliquen a uno ha respetado la cadena de frío en especial en colombia donde no nos caracterizamos por ser estrictos,0
4841,Agustin Castillo,@Agustin96508247,2020-12-27T18:33:44.000Z,argentina brasil chile costarrica ecuador mexico entre otros países ya tienen la vacuna contra de covid 19 y antes de finalizar el 2020 la estarán aplicando a sus nacionales y en colombia qué bien gracias aquí pensándolo de últimos en la fila,0
4842,Manuel Ospina,@Lamediaverde,2020-12-27T18:10:02.000Z,mientras el mundo pudiente vacuna a su población en colombia ivanduque espera algo más de 6 semanas para empezar lentamente están planeando como volver esto un negocio colombia se comporta como una dictadura del séptimo mundo,0
4843,Pretoriano,@MatonsizimoKid,2020-12-27T17:32:08.000Z,toda sudamérica en vacunación masiva en colombia la única vacuna que vamos a tener es la reforma tributaria de enero somos el primer barrizal del cuarto mundo,0
4844,"URIBISTA ARREPENTIDO
PETRISTA 100%",@LUIGGYQ,2020-12-27T16:49:12.000Z,llego una amiga de colombia y me dijo que ya están hablando que en colombia van a vender la vacuna como a 5 millones ya están haciendo negocio con la salud será verdad cuando el rio suena elrenejimenez petrogustavo gustavobolivar tobonsanin davidracero aidaavellae,0
4845,Baquero,@buqueropltgo196,2020-12-27T14:01:34.000Z,varios países latinoamericanos ya están aplicando el plan de vacunación chile ya aplicado la vacuna pfizer a más de 5000 médicos colombia costa rica brasil argentina y la gran pregunta venezuela para cuando ,0
4846,FreeBAD14,@freebad14,2020-12-27T14:01:01.000Z,dirigenticos del sistema d salud en colombia ya q hay escasez de vacunas y no es por falta d dinero para comprar piensen en la opción d hacer pruebas d anticuerpos contra el sarscov2 antes d aplicar la vacuna así sólo se la aplican a quienes de verdad están desprotegidos,0
4847,karpos,@karpos13,2020-12-27T13:46:46.000Z,imagínense a los 65 millones de colombianos que viven en venezuela expulsados viniendo desde venezuela hacia colombia por esa vacuna porque en venezuela no la habrá para los caliches joden porque si y porque no primero los venezolanos punto,0
4848,karpos,@karpos13,2020-12-27T13:17:49.000Z,que espera sr maduro y diputados electos sean chimbos o no para empezar a vacunar en venezuela la vacuna rusa a los menores de 60 años y biofarmasinovac a los mayores de 60 años colombia ya empezó diputados electos están pintados en la pared,0
4849,Diego Leiva Gartner,@2bdc7ef1a075498,2020-12-27T13:08:47.000Z,por décadas la peor plaga pandemia que tiene colombia es la clase política y la vacuna contra este malno existe salarioacongresistases,0
4850,karpos,@karpos13,2020-12-27T13:02:41.000Z,que espera sr maduro y diputados electos sean chimbos o no para empezar a vacunar en venezuela la vacuna rusa a los menores de 60 años y biofarmasinovac a los mayores de 60 años colombia ya empezó diputados electos están pintados en la pared o todos son nicolasito,0
4851,Soy Del Campo,@SoyDelCampo5,2020-12-27T12:44:48.000Z,hay que salvar a colombia no hay vacuna comprada sector salud sin salario mipymes en quiebra educación sólo para ricos sin metro corrupción campante pobreza y desigualdad socialinequidad politiquería y el desangro de nuestro pueblo lo,0
4852,20 de julio,@Ronarias,2020-12-27T12:02:54.000Z,en colombia los recursos para la vacuna se los gastaron en el programa de tv de ivanduque y en el aumento del salario a congresistas para eso hay pero cuando se trata del pueblo ese que sufra,0
4853,Eduardo Barreneche Baute,@barrenechebaute,2020-12-27T10:19:04.000Z,no se donde viajar al reino unidoa la union europea a rusiaa eeuu a canadáa méxicoa costa rica a chile a argentina a uruguay a ponerme la vacuna porque en colombia como decimos folcloricamente nanai cuca y eso que el presidente nos quiere tanto que todos los días nos habla,0
4854,Itayosara Rojas,@ItayosaraRojash,2020-12-27T09:52:25.000Z,inicia la vacunación masiva en el mundo españa italia y alemania empezaron a suministrar las primeras dosis de la vacuna de pfizer en argentina ya se encuentra la vacuna sputnik méxico empezó a vacunar a hoy y en colombia el gobierno holgazán brilla por su ineptitud e incapacidad,0
4855,Andrés Franco Bury,@AndresFrancoBur,2020-12-27T02:58:51.000Z,marica en serio que qué estrés primero dure sin internet en el apartamento 2 días el 24 quitaron la energía y ahora mi internet va más lento que la llegada de la vacuna del covid a colombiaque fastidio,0
4856,Conchita Pérez 2007,@2007Conchita,2020-12-27T02:52:51.000Z,para dar respuesta a mayertuberquiacolombia no compra la vacuna sputnikv porque según los uribistas con uribe y su títere duque a la cabeza los vacunados se volverán comunistas y castrochavistas,0
4857,Mónik!,@monik_soto,2020-12-27T02:25:27.000Z,ojalá pudieran inventar una vacuna contra la brutalidad y la maldad serviría también y ayudaría al mundo aquípensando que por lo menos en colombia no existiría el petrismo,0
4858,IVAN ORLANDO Contreras,@IVANORLANDOCon1,2020-12-27T01:33:01.000Z,la vacuna para bolsonaro es como el rayo homosexualixador en colombia,0
4859,Los Iluminados,@Los_iIuminados,2020-12-27T00:19:32.000Z,colombia la próxima semana la fda y la ce darán luz verde a la farmacéutica moderna la aprobación de la vacuna contra la covid 19cual es la diferencia de la una con las otras1 efectividad del 962 no muy baja temperatura3 una sola dosis,0
4860,Portón Latino,@portonlatino,2020-12-26T22:13:25.000Z,paso a recordarles que los expertos que lideran la adquisición de la vacuna hoy en colombia son los mismos que nos decían en marzo y en abril que no debíamos usar tapabocas,0
4861,Ojo con eso,@Ojoconeso2,2020-12-26T22:05:54.000Z,seguro en colombia están esperando la réplica triple aaa de la vacuna contra el covid19 ,0
4862,FRANCISCO RIVEROL V,@FRANRIVEROLV,2020-12-26T21:38:24.000Z,la prohibición de la vacuna a los venezolanos ilegales en colombia me parece que es un ardid de duque y la mudfa para generar la incertidumbre y hacer que guaido gestione su aplicación para así quedar como un héroe,0
4863,Charlie Brown,@Carlosvigoth8a,2020-12-26T20:21:39.000Z,a colombia no ha llegado la vacuna para covid 19 pero si llegó el aumento de salarios para los hijos de puta congresistas grandes obras del malnacido de ivanduque infopresidencia y congresocol,0
4864,William Correales Ortiz,@CorrealesOrtiz,2020-12-26T20:06:13.000Z,que costa rica chile y méxico nos hayan tomado ventaja en la aplicación d la vacuna covides una vergenza pcolombiasiempre de primero como los más corruptos los más violentos los más desiguales los primeros exportadores de coca somos últimos en vacunaspetro arregla eso,0
4865,Federico Escobar,@fedessco,2020-12-26T19:59:39.000Z,japón cierra fronteras desde el 28 ante la nueva cepa del virus y eso que ya están vacunando colombia solo restringió los vuelos de uk y la vacuna podría llegar en febrero maigos preparense para estar encerrados un par de meses,0
4866,Jorge Chavarriaga V.,@jlchavarriaga,2020-12-26T19:54:37.000Z,el covid al menos ya tiene vacuna pero el pésimo servicio de tigocolombia no lo resuelve es nadie,0
4867,karpos,@karpos13,2020-12-26T19:34:54.000Z,que espera sr maduro y nuevos diputados electos sean chimbos o no para empezar a vacunar en venezuela la vacuna rusa a los menores de 60 años y biofarmasinovac a los mayores de 60 años colombia ya empezó diputados electos están pintados en la pared o todos son nicolasito,0
4868,BluRadio Colombia,@BluRadioCo,2020-12-26T18:22:56.000Z,alaire hablamos con juan daniel oviedo director del danecolombia sobre la cifra de colombianos que se colocarían la vacuna en elradar,0
4869,JUAN DANIEL TAPIA L.,@JUANCHOTAPIA,2020-12-26T18:08:19.000Z,una realidad que nos toca ahora vivir es la vacuna para los migrantes venezolanos colombia ya expreso que no puede vacunar a los migrantes indocumentados la realidad es que el 70 de nuestra gente está indocumentada,0
4870,Andres Salazar,@asepez,2020-12-26T17:59:07.000Z,en los us están estafando a la gente ofreciéndoles ponerlos en lista prioritaria para recibir la vacuna a cambio de prepárense en colombia que no demora en llegarles la versión chibcha del tumbis,0
4871,DaNA. La mojigata de las obleas,@danax2007,2020-12-26T17:45:21.000Z,me pregunto como va a ser el espectáculo televisivo en colombia cuando vacunen la primera enfermera después todos esos malparidos congresistas negacionistas de la pandemia o de la vacuna van a ser los siguientes en la fila,0
4872,#LaJEPesPaz,@Leopianista,2020-12-26T17:11:57.000Z,el peor año para colombia con el peor gobierno de la historia y próximo no pinta nada bien la vacuna tardará en llegar la economía se hundirá aún más y los únicos beneficiados serán los banqueros que eligieron al marrano,0
4873,"uribestia(uribista pobre)capitalista estrato 1,2,3",@BestiaUri,2020-12-26T16:54:57.000Z,colombia ya tiene su vacuna contra el narcoparacouribestialismose llama gustavo petro de la farmaceutica clombia humanauribecinico antiuribistasigueaantiuribista progresistasigueprogresista petropresidente2022,0
4874,L U Z C O R T É S,@LightCortes,2020-12-26T16:41:30.000Z, vacúnate vacúnate vacúnate combo vacuna tamal para salvar a colombia en el 2022,1
4875,EDGAR PAPAMIJA,@EDGARPAPAMIJA,2020-12-26T14:28:03.000Z,nadie lo ha dicho pero apostaría a que de todos los países de la ocde el último que tendrá vacuna para el covid es colombiaqué diablos hacemos en un club que nos quedó grande,0
4876,Arturo Callejas,@arturocallejasm,2020-12-26T14:11:39.000Z,la vacuna contra el covid19 debe ser para todos los habitantes de colombia,0
4877,Luis,@Luisjoargue,2020-12-26T14:10:49.000Z,cualquier vaina si la vacuna no llega pronto a colombia uno puede viajar a estos países latinoamericanos y ponérsela allá no,0
4878,Manuel Salazar,@manolitosalazar,2020-12-26T14:04:55.000Z,no hay que esperar al 2022 para salvar a colombiano se han dado cuenta que este año el covid ya mató a más de 41 mil hagan algo desde hoy aceleren la llegada de la vacuna,0
4879,La Matahari,@LUISAM66046504,2020-12-26T13:28:04.000Z,dictadura de venezuela nunca ha agradecido al presidente duque lo q hace por los venezolanos que por hambre y persecución política llegan por millones a colombia pero hoy lo insulta por decir que la vacuna es para los documentadosnicolasmaduro nos manda coronavirosos,0
4880,ketlin psicologo,@ketlinandres,2020-12-26T13:10:50.000Z,será difícil hace entender que esperamos es la vacuna para prevenir covid19 y no un medicamento que lo cura coronavirus colombia,0
4881,Reguetoneronerd,@reguetoneronerd,2020-12-26T13:10:05.000Z,será difícil hace entender que esperamos es la vacuna para prevenir covid19 y no un medicamento que lo cura coronavirus colombia,0
4882,Luis Carlos Poveda,@povedaaqui,2020-12-26T13:05:11.000Z,es una vergenza que líderes como leopoldolopez y jguaido hayan bajado la cabeza ante las pretenciones xenófobas de duque en colombia de negarle la vacuna a los pobres entre los pobres los ilegales el mundo incluída la iglesia católica lo condena,0
4883,Mañana será otro día,@Bogotaenlaolla,2020-12-26T12:35:46.000Z,y en colombia nos tocará sentarnos a ver cómo ponen la vacuna en todo el vecindario mientras agradecen efectiva gestión de ivanduque minsaludcol wradiocolombia redmasnoticias infopresidencia noticiascaracol rcnradio cmilanoticia revistasemana dcoronell ivanduque,0
4884,Propontis,@PropontisSea,2020-12-26T12:06:55.000Z,cada día que pasa sin vacuna en colombia mueren más de 200 personasya la vacuna existe menos en colombia,0
4885,Henny.,@Heny_left,2020-12-26T11:19:10.000Z,colombia necesita una vacuna contra el uribismo,0
4886,Ala Rassi,@AlaRassi8,2020-12-26T05:27:33.000Z,yo mañana si de plano es que le llamo al cónsul cosa que jamás hago que me diga pues si nos mandan la vacuna de colombia o que me preocupa mucho todo esté escenario tan trágico en qué momento un demonio como lópez subió al poder por dios,0
