username,location,text
SaludQuilicura,José Pedro Escobar #483,"📣 INFORME DIARIO COMUNAL DE PERSONAS VACUNADAS CONTRA EL #COVID_19 📣
No olvides ser responsable con tu salud y la de tu familia, sin olvidar las medidas preventivas para evitar el contagio. 😷
#ContigoSomosMásSalud
#YoMeVacuno 
#SaludQuilicura
#MuniQuilicura https://t.co/7WyPp6hcYW"
GobernaBiobio,"Los Ángeles, Chile",Esta semana el proceso de vacunación! El Gobernador @IgnacioFica1 acompañó el proceso en Los Ángeles e informó de casi 90 mil vacunados en la provincia de Biobío 💪🇨🇱 #YoMeVacuno ✌️ https://t.co/Ecqnrss86R
CodelcoChile,Chile,"A un año de la llegada del Covid-19 a Chile, el biministro de Minería y Energía, Juan Carlos Jobet, visitó el vacunatorio establecido en el Estadio El Teniente, donde recalcó los aportes de la industria minera en el manejo de la pandemia.

#YoMeVacuno #JuntosNosCuidamos https://t.co/9bIdPBZNbc"
holls74,madrid,"Mi padre murió entubado a un respirador, #yomevacuno
Los efectos secundarios de la vacuna de AstraZeneca https://t.co/bQe4hbtekz"
LeslieBrionesRo,,A un año de la llegada del Coronavirus a nuestro país hemos recibido cerca de 8 millones de vacunas y trabajado con fuerza y determinación para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲 https://t.co/UPKFCzSttR  #YoMeVacuno https://t.co/qHJjPdpOd6
gemvep_usach,,"Cifras Hospitalizaciones por #Covid_19 del día #3Marzo en Chile:

Pacientes UCI 1.711
Pacientes Ventilados 1.462
% Ocupación UCI 94,2%
% Camas UCI por COVID-19 64,1%
Camas Críticas Ocupadas 2.669
Camas Críticas Disponibles 165

 #covid19chile #FelizMiercoles #YoMeVacuno https://t.co/lCQfxkuy3X"
YoSoyDanteEJC,"Bogotá, D.C., Colombia","Vacunarte contra la #Covid_19 es una manera segura de protegernos del virus y proteger a los demás. Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir. #YoMeVacuno
#Colombia https://t.co/BF9ioBACfB"
anlopezz_,"Galicia, España","Ya vacunadita, de momento sólo molestia en el brazo, seguiremos informando 😂😅
#YoMeVacuno"
MinjuDDHH,"Santiago, Chile","📌 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia. 

Conoce los hitos más importantes en 📲 https://t.co/clBuE7PkX1  #YoMeVacuno https://t.co/vOeHgsQuCi"
peopleenespanol,New York City,¿Es cierto que te inyectan un chip con la vacuna? ¿qué efectos tienen a largo plazo? La doctora Aliza responde a algunos de los mitos sobre las vacunas contra el coronavirus. #Yomevacuno​  https://t.co/8Yg3Zqlj1R
SDimision,,"@ElenaBerberana Lo malo es que somos muchos los que queremos estar en ese 30%. 

#DictaduraSanitaria
#Plandemia #YoNoMeVacuno
#NoPuedoRespirar"
mbazzino,,#yomevacuno y vos ?? https://t.co/4T4NGEmO3f
Dalla_All,Chacabuco,"Cada día peor la 5G, no funcionó nada la vacuna #YoMeVacuno"
mimanizalesdel4,Manizales,Llegan a Colombia 100.000 nuevas dosis de la vacuna de Pfizer https://t.co/eZtvwVnFCk
SSVinaQuillota,De Viña del Mar hasta Petorca,"Recuerda los grupos prioritarios para el proceso de vacunación de esta semana y el inicio de la segunda dosis para quienes ya están inoculados.
#YoMeVacuno https://t.co/SBfBoE6fle"
teresalmazan,En lucha por la LIBERTAD ,"@ElenaBerberana @cbordiuc Ya hay un club de españoles que no nos vacunaremos.

#YoNoMeVacuno"
IronSebaFer,,"2da dosis lista, ahora puedo compartir el 5g con los demas ✌✌ #YoMeVacuno"
Comfama,"Medellín, Colombia","@alejogogo81 @MinSaludCol @epssura @rabodeajip @CaiVirtual Hola, Alejandro. Como IPS Comfama, y en alianza con @epssura, estamos habilitados por la Seccional de Salud para aplicar la vacuna contra el COVID-19. El mensaje fue enviado por nuestro equipo para el agendamiento que debes confirmar a través del link. #YoMeVacuno  ¡Saludos!"
teresalmazan,En lucha por la LIBERTAD ,"@dangarcar La última pregunta no está bien planteada. ¿Se siente Vd coaccionado? Yo no me siento coaccionada, aunque sí están coaccionando. 
#YoNoMeVacuno"
Caitos1975,Colombia,"@vanedelatorre ¿Qué esperaba de este gobierno? Colombia no ha cambiado, seguimos igual, lo único diferente es que hoy día roban y mienten más y el periodismo los ayuda... terminaremos pagando la vacuna y los privados se llenaran, aqui favorecen al que tiene y nos joden a los que no. Gracias."
ministeriosalud,Chile,"[ #YoMeVacuno ✌️]

Este es el calendario para la semana entre el lunes 8 y el viernes 12 de marzo, que incluye personas con comorbilidades y personas con discapacidad severa o profunda entre 46 y 59 años. Además se incorporan las segundas dosis de las personas ya inoculadas. https://t.co/3rcNu871y8"
ImpactoLatino,New York City,"¿Qué les parece la noticia del primer centro de vacunación federal en Miami-Dade?
 #ImpactoLatino #vacunaciónmasiva #vacuna #VacunaCovid #postpandemia #coronavirus #miamidade #florida #RonDeSantis #CentrodeVacunación #YoMeVacuno #yomecuido https://t.co/lUrd9ORePO https://t.co/gEzX8tKJFT"
yosualp,Fene,"Hay resacas peores que los efectos secundarios de la #AstraZeneca. 

A cambio de 1 día con malestar general igual te ahorras un tubo por la boca en la UCI. 

Reflexiónarlo... Confío en vosotrxs 😂😂

#VacunasCOVID19 #COVID19 #YoMeVacuno"
AlcaldiaToca,Colombia,"🏥💉 #YoMeVacuno || Cristian  Ramírez, es parte de los médicos que trabajan en la UCI del Hospital de Tocancipá ""Nuestra Señora del Tránsito"", él se vacuno contra el COVID-19, para proteger a sus pacientes
#EsTiempoDeSumar
@MedicinaUNAL @Hospi_Tocancipa https://t.co/Vsw6RN9zBo"
saez_freire,"Pinto, Chile","Este ha sido el comportamiento de la red asistencial de nuestra Región durante la pandemia.
Sigamos cuidándonos y prevengamos el #Covid_19 
#YoMeVacuno #TodosPorUnPintoMejor https://t.co/FF3ZiptmKj"
jarcramirez,santiago ñuñoa Chile,"Ya más tranquilo, mi suegro 91 años con su segunda dosis #YoMeVacuno https://t.co/jH0tKupOo5"
Salud_Responde,Chile,"Calendario de vacunación contra el COVID19 
Desde el lunes 1 al viernes 5 de marzo
Y recuerda
✅Usa mascarilla
✅Lava tus manos frecuentemente
✅Mantén 1 metro de distancia
Más info en https://t.co/Q29SfQeJs7 #YoMeVacuno https://t.co/KXJQZ6swBf"
aseinco1,"Coquimbo, Chile","@Minjudhcoquimbo @Sara_ContrerasC @SenadisCoquimbo @jjuarezbarraza @gorecoquimbo @VoceriaCoquimbo @MinjuDDHH @SubseDDHH @SubseJusticiaCl Los conocemos ... tenemos duda de su edad...tal vez ya sean mayores de 18 Años.
Qué Bien por Ellos / as.
#YoMeVacuno"
Vicprietoechag,,"Se acuerdan cuando fueron todes a Nueva Carrara?
Bueno, eso pero con selfies de vacunación!

#YoMeVacuno cuando me toque con la que me toque 💪💪"
JulianfitDavid,"Valle del Cauca, Colombia",@Irekofitness En Colombia los costeños dirían que la vacuna va a ser la verga
We_T_Resistance,,"“El Gobierno puede obligar a vacunar contra el #Covid19 a los menores aunque los padres se opongan”

Los niños son del estado, no de los padres, el gran líder les educa y protege

#SLR #Plandemia #YoNoMeVacuno https://t.co/j9ELhSXNv3"
GCastillo_uy,"Montevideo, Uruguay","Ya tenemos casi al 2% de la población vacunada, la luz al final del túnel esta cerca. 

De mientras mantengamos las medidas sanitarias, hasta que por franja de riesgo nos corresponda vacunarnos. 

Estamos cerca, no aflojemos! 

#YoMeVacuno"
saludquillota,"Quillota, Chile","✅Profesionales de SaludQuillota entregan recomendaciones a los usuarios para el proceso de vacunación contra el Covid19 en #Quillota. Asistir con tiempo y si viene en la mañana tomar desayuno con normalidad
#YoMeVacuno 
✅Conoce más el siguiente video 
https://t.co/7k2r0xXc1N"
Pascuasoto,Santiago de Chile,"@GobiernodeChile ya estamos a 3 de marzo, cuándo publican el calendario de la próxima semana. Hay que programarse con tiempo para la vacuna @ministeriosalud #YoMeVacuno #calendario"
EnriqueTobias16,"San Miguel, Chile","A esta hora se daba la noticia del primer contagio de COVID19 en CHILE.
Mi CORAZÓN se aceleró....Estaba saliendo de unas CRISIS de PÁNICO.
No tenía idea de lo que eran CRISIS de PÁNICO.
Me eduque al respecto.
Paso un año y estoy mejor que nunca.
Cero pastilla!

#YoMeVacuno"
HospitalCauquen,"Montt S/N, Cauquenes","- Si estás en el rango etario o posee enfermedades crónicas, vacúnate cuando corresponda.

#HospitalCauquenes #CuidémonosEntreTodos #YoMevacuno"
melelaborde,montevideo uruguay,"Mientras tanto El Personal de Salud sigue esperando las vacunas...
#YoMeVacuno https://t.co/psMr58PS2I"
MariaLug2,,"@georgeorwell67 Pues en eso estoy con usted, #YoNoMeVacuno
Pero vamos, que la vacuna no es nuestra, nos la tratan de imponer como a cualquiera de los ""inteligentes"" votantes de este país"
eltelegrafo_co,"Montería, Colombia",100.000 nuevas dosis de la vacuna de Pfizer a Colombia https://t.co/4mve1NBdSE
SubdereNuble,"Chillán, Chile","Nuestra Jefe URS, Claudia Rigall, junto al Director Regional de Sence, Rodolfo Zaror, llegaron hasta el Cesfam San Ramón Nonato, donde se continúa con el proceso de vacunación! 💉 

Sigamos cuidándonos entre todos!! #YoMeVacuno https://t.co/WkdH34oUsE"
sanidadgob,"Madrid, España","🔴 La ministra de @sanidadgob avanza la llegada a España esta semana de un total de 1.426.550 dosis de #VacunasCOVID19 💉, según las previsiones

 ➡️ AstraZeneca ha informado de una nueva entrega de 538.900 nuevas dosis en los próximos días

#YoMeVacuno https://t.co/speeyTSUtV"
EseCamu,,"Vacunarse contra la Covid-19  protege tu salud y la de los demás, porque evita las diseminación del virus, resguardando  siempre las vidas de quienes más  quieres. 
#YoMeVacuno
#PortiPorMiPortuFamilia 
#loricasevacuna 
#MásCercaDeTi https://t.co/WWySaKg88g"
gobosorno,Osorno,Gobernador (s) @alex_meeder visita Catedral San Mateo de #Osorno para dar inicio al proceso de vacunación de la segunda dosis contra el #covid19  #YoMeVacuno https://t.co/goCjrbGJ4F
Policia924FM,Colombia,"💉Colombia recibió 100.000 nuevas dosis de la vacuna de Pfizer. @MinSaludCol
ℹ️ https://t.co/IEbbNEnE8I https://t.co/L7HGVt2v6S"
SaludSsrv,Región Valparaíso,"🎥 Con gran emoción la señora Eliana de 91 años hoy recibió su segunda dosis de la vacuna contra el #COVID_19. Ahora, después de un año de aislamiento, nos cuenta con mucha alegría que nuevamente va a poder reencontrarse con sus seres queridos. #YoMeVacuno ✌🏻 https://t.co/FXo3Yw4Jw3"
belenmarina82,,@RebecaParada5 Que emoción amiga !!!! Y las dos juntas!!!!.#YoMeVacuno 💪🏻
MuniColina,Region Metropolitana-Chile,"#YoMeVacuno
Ya se inició el proceso de inoculación con la 2da dosis de la vacuna contra el #COVID19. Para recibir la dosis debe llevar cédula de identidad y carnet de vacunación al mismo local donde recibió la primera vacuna, en la fecha indicada en este último.
@mario_olavarria https://t.co/gvpRadSWvH"
Ibon_dc,A la sombra del monte Oroel,"Hoy #YoMeVacuno con #AstraZeneca en #Huesca para evitar el contagio a la #COVID19, bien

ES INCOMPRENSIBLE que la @info_dgp NO HAYA PREVISTO ALTERNATIVAS para nuestros veteranos, mayores de 55 años

Y que @SaludPublicaAra no haya habilitado en #Jaca un punto de #VacunasCOVID19 https://t.co/VRPpmugj8J"
SaludAysen,"Gral. Parra 551, Coyhaique","Compartimos con ustedes imágenes del proceso de vacunación llevado a cabo en el auditorio del MOP, ubicado en Riquelme 465, Coyhaique. Les recordamos que mañana seguimos en este punto de inmunización de 09.00 a 16.30 horas (horario continuado). #YoMeVacuno #SiNosCuidamosAvanzamos https://t.co/ObI0TZfDig"
SeremimineriaA,"Antofagasta, Chile","Nuestros seremis @ClauGodoySeremi @MMEGAntofagasta y @Alex_Acuna7 encabezaron la 
Mesa Mujer y Minería.

En esta ocasión se expuso capacitación e inserción laboral, mediante la implementación en las empresas de la norma NCh3262.

#MásMujeresEnMinería 
#YoMeVacuno✌🏻 https://t.co/hfSi6GikSH"
MariaCavero,"Teruel, España","Mañana me vacunan y no sé si voy a dormir de la emoción.
Estoy como en una primera cita, nerviosa y ansiosa de conocernos mejor. Y feliz.
#YoMeVacuno #vivalaciencia #SinCienciaNoHayFuturo 
#educacionpublica https://t.co/DBlieRir3R"
eltelegrafo_co,"Montería, Colombia",#SALUD | 💉 Llegaron 100.000 nuevas dosis de la vacuna de Pfizer a Colombia – El Telégrafo https://t.co/rH7E60ZmTJ https://t.co/G3s1wwmhqx
SenamaTarapac,"Tarapacá, Chile","✔️ ¡Continúa el Plan #YoMeVacuno ✌🏻 en #Tarapacá!

✅ Hoy CR @lucremena junto a la Seremi de @MDSTarapaca acompañaron Don Gamaliel, de 93 años, quien recibio la segunda dosis de la vacunación contra el #Covid19 en #AltoHospicio

Sigamos cuidándonos y cuidando de los demás 👍🏻 https://t.co/niT2zIyQ4m"
MeVacuno,Ministerio de Salud,"Cómo se convirtió Chile en el líder de vacunación contra el covid-19 de América Latina #YoMeVacuno ✌

(vía @bbcmundo)
https://t.co/iyQ31ezYvx"
Analitica,"Caracas, Venezuela","Los promotores del mecanismo, la Organización Mundial de la Salud  y la Alianza para las Vacunas, GAVI, informaron que entre marzo y mayo la región reciba 26 millones de dosis de la vacuna #3Mar https://t.co/6Qeun5kt9t"
jenny_blu,PERU,"@AuraModoran ""A los comensales inútiles."" Como diría Bill Gates. 
#YoMeVacuno"
alcaldiasasaima,sasaima cundinamarca,"📌 #VacunaSegura 💉🙋‍♀️ ll No vacunarse contra la Covid-19 puede representar un riesgo para tu salud y para quienes te rodean, pues todas las personas son vulnerables a este virus. Por eso la mejor decisión es decir: #YoMeVacuno @MinSaludCol @infopresidencia @CundinamarcaGob https://t.co/sGiwPvTTzM"
HSanta_Isabel,"Lebu, Chile","🏥Este miércoles, funcionarios del @HSanta_Isabel a cargo del proceso de inmunización comenzaron la administración de la segunda dosis a usuarios de la tercera edad y funcionarios del establecimiento. @MeVacuno 
#YoMeVacuno https://t.co/HqIhFOFDjZ"
saritajimenezl,,"100.000 nuevas dosis de vacunas Pfizer contra el Covid-19 pisaron suelo colombiano.
Fuente imágen @MinSaludCol

#UnidosPorLaVida #YoMeVacuno #PrevencionyAccion #PeriodismoPS https://t.co/evq8Dqhybt"
ServiuMaule,"Chile, Talca","✔ En el concejo municipal de #SanClemente, @ClaudioDaneck revisó la cartera de proyectos habitacionales y urbanos de esta comuna, respondiendo a todas las inquietudes planteadas por su alcalde y concejales.

#pasoapaso #chileserecupera🇨🇱 #YoMeVacuno #ServiuTeCuida https://t.co/KJKYnYE9Iz"
ServiuMaule,"Chile, Talca","✔ Durante la jornada de hoy, nuestro director (s) @ClaudioDaneck participó del concejo municipal de #SanClemente. 

#pasoapaso #chileserecupera🇨🇱 #YoMeVacuno #ServiuTeCuida https://t.co/2hJQWV9ycM"
yulianrolofc,colombia,@MinSaludCol #YoMeVacuno de una cuando llega a la Etapa de comorbilidades para poder ir a la aplicación
IESCM_RIOTINTO,Minas de Riotinto (Huelva),"Hoy, hemos dado un paso más en la lucha contra ese bicho que nos ha quitado, temporalmente, parte de nuestra idiosincrasia: los abrazos, los besos, la cercanía, la imagen de una risa a pleno pulmón... El personal del IESCM comienza a vacunarse. #yomevacuno @agsnortehuelva https://t.co/2p56a6TbLb"
flopereira17,Uruguay,"Vacunarse es un acto de responsabilidad y solidaridad. La verdad es desolador que haya gente con posibilidad de hacerlo y no lo haga, en especial los docentes. Es una muy mala señal #YoMeVacuno"
mfs2612,"Santiago, Metropolitana de San",#YoMeVacuno listos y puntuales con la segunda dosis...😉👌✔🌡💉 #VacunasCOVID19 #puntual #hlf #fuerza https://t.co/hKaoPWXYP5
COFMadrid,Madrid,"🔴🥼Tres profesiones sanitarias -médicos, enfermeros y farmacéuticos- colaboran por primera vez en el dispositivo de vacunación organizado y financiado por el @COFMadrid. 
Lee la noticia completa: https://t.co/eCVcwQ3dBi
🎥https://t.co/YTP4nZNQJb 

#YoMeVacuno #saludCOFM https://t.co/naVwBLA2ex"
AniittaGGJ,Spain,"Vacunarme contra el COVID19 puede ser sin duda de los momentos más emocionantes que he podido vivir.
#yomevacuno #stopCovid19"
FindelAbuso,,#YoNoMeVacuno #NoalavacunaCovid #dioxidodecloro SALVA VIDAS #comusav apoyando LA VERDAD https://t.co/Yw9gll8EV5
felipeneos,"Santiago, Chile","Me acabo de vacunar y no me dolió nada 😃👍🏼
#YoMeVacuno #VacunateRD"
MedicinaUNAL,"Bogotá, D.C., Colombia","#𝗬𝗼𝗠𝗲𝗩𝗮𝗰𝘂𝗻𝗼 
𝗝𝗲𝘀𝘂́𝘀 𝗧𝗼𝗿𝗿𝗲𝘀, estudiante del PEAMA,  invita a la vacunación porque confía en los avances farmacéuticos  #EsTiempoDeSumar https://t.co/1shXa1wsbR"
afidro_colombia,,"#VacunaSinMitos | ❌#EsFalso que el efecto de la vacuna es muy corto y solo va a durar cuatro meses. 
✅ @AlvarezMorenoC afirma que cuando se habla de cuatro meses se hace referencia al tiempo que se ha estudiado. https://t.co/HC1MueK5qG https://t.co/PUdujrgl2K"
SaludAysen,"Gral. Parra 551, Coyhaique",Les compartimos el registro fotográfico de lo que fue el proceso de vacunación de hoy en el Gimnasio Regional de Coyhaique. Recuerda que mañana continuamos nuevamente la jornada a partir de las 09 horas. #YoMeVacuno #SiNosCuidamosAvanzamos https://t.co/tW2V9LwIv7
diputadosantana,,💉1950 nuevas dosis de vacunas Pfizer arribaron esta tarde a #Chiloé correspondientes a la segunda dosis. Continúa avanzando a paso firme el proceso de vacunación en nuestra Provincia. #YoMeVacuno https://t.co/BPOyNRDce3
nuevodiaibague,Ibague - Colombia,"Gina Tambini, confirmó que en las próximas dos semanas el país recibirá 244.800 dosis de la vacuna.
https://t.co/vGPhWQmqoW"
dreamssellerorg,MENDA LERENDA,"#AHORA Sin lugar a dudas las cosas no son como nos cuentan...
#YoNoMeVacuno

Hace 2 horas https://t.co/LuE7vpEHI6 https://t.co/tGiuKw4tNO"
