,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
3064,3064,3064,Nicolas Provoste,@NicolasProvoste,2021-02-04,esperar informe minsal cnnchile sorpresa ver transmitir solo dedicar buscar resaltar error vacunacion ver privilegio vacuna pais ver lejos,1
3065,3065,3065,VirMo,@VirInmantada,2021-02-04,ayer segundo dosis vacuna luego turno noche asi saber si liar efecto secundario efecto noctambulo,1
3066,3066,3066,SureñaEnElNorte,@Taurina_deAbril,2021-02-04,155 fallecido,1
3067,3067,3067,Luna Alarcón Merino,@lunilunini,2021-02-04,abuela vacuno demasiado feliz fin avanzar realidad mas pandemia favor,1
3068,3068,3068,César Aguilar Sapiain,@c_aguilars,2021-02-04,mientras region metropolitano avanzar desconcentracion poblacion salir vacaciones región seguir aumentar,1
3069,3069,3069,Don Rena,@donrenatos,2021-02-04,281 mil inoculado ministro 2512 faltar muuuuucho buen trabajo acabar vacuna,1
3070,3070,3070,Fabiola López,@fabilopez03,2021-02-04,abuela 90 ano tia intentar vacunar casa consultorio responder camina ehh si entonces ir domicilio,1
3071,3071,3071,Daniel Silva,@TV_DanielS,2021-02-04,hora vacunado 48274 adulto mayor 87 89 ano ir poder total 281301 persona vacunado chile agradecimiento personal salud municipal seguir hacer esfuerzo encomiable,1
3072,3072,3072,zmí.,@zmialazka,2021-02-04,temita vacuna ahora oficialismo querer quedar salvador chile buen samaritano saltir pal lao maldito mierda,1
3073,3073,3073,Anto Guevara,@anto_guevarita,2021-02-04,ambos tata vacunado,1
3074,3074,3074,Claudia Villalobos,@Clauvillalobos7,2021-02-04,vivo cienciauna maravilla existir vacuna,1
3075,3075,3075,Francisco,@fescud,2021-02-04,consulta tecnico atencions cliente telecomunicación segun calendario corresponder dia 8 verdad,1
3076,3076,3076,Adolfo Solis Sanchez Concejal por San Miguel,@Adolfozky,2021-02-04,ir hacer el corto juventud tomar peor agua ardiente paso creer mismo,1
3077,3077,3077,Natalia Salas Tejada,@nsalas_t,2021-02-04,estar vacunado hoy personal salud vina mar saludssrv ayer vacunar personal salud centro aun dos pdazan,1
3078,3078,3078,Gabriela #provacuna,@gjruedlingere,2021-02-04,nunca mas recordar antivacuno peligro publico,1
3079,3079,3079,Jess,@jnicolethxr,2021-02-04,sencillo si importar alejar,1
3080,3080,3080,Juan Carlos Mejias,@juanky_007,2021-02-04,hoy 2 dosis momento efecto secundario sensacir alivio personal bajar guardia ser ser responsable favor deber 60000 estar,1
3081,3081,3081,Rodrigo Osses,@RodrigoOsses12,2021-02-04,gran ejemplo estar dar adulto mayor alegria entusiasmo esperanza poner él vacuna existir pelotudo todavia creer montaje generación posterior faltar aprender,1
3082,3082,3082,Gabriela Crisóstomo,@gcrisostomoz,2021-02-04,tremendo ejemplo estar dar adulto mayoresme emocionar ver el ser perfecto general creer ser proceso exitoso,1
3083,3083,3083,Claudia Isla,@claudia_isla,2021-02-04,sueno proximo otono lleno abuelo calle ver hoja caer caroescobartv gonzaloramirex poder vuelvor trabajar naniii,1
3084,3084,3084,Leo,@Leonelc24,2021-02-04,vacunaro 80 20 5 voto resultado final,1
3085,3085,3085,marioly55,@mcolinal,2021-02-04,felicitación muni villa alemán alcalde si preocupar gente,1
3086,3086,3086,CRISTINA OPAZO A.,@CRISTHY2014,2021-02-04,agrado saludar tú dondavor temuco calor miedo buen tarde,1
3087,3087,3087,Juan Guillermo DY,@juanoxd,2021-02-04,visto proceso vacunacion general ser buen quedar evidencia pesimo gestion cierto centro salud respectivo municipio incapaz prever llegar organizado cumplir calendario vacunacion,1
3088,3088,3088,María Graciela Henríquez,@maryghenriquez,2021-02-04,ansiosame querer vacunaaaaar,1
3089,3089,3089,WLADIMIR GALLARDO,@Wlad_Gallar,2021-02-04,virginia reginato udipopular municipalidad vino mar desfalcado solo aparecer festival vino ahora escondido dar cara cagar vacunacion,1
3090,3090,3090,Felipe Vilches Lagos,@The_FV,2021-02-04,claro gobierno vacunacion estudiante practicar clinica estar recorrer santiago buscar vacuna negar vacunar despelote,1
3091,3091,3091,Dulcinea de La Luna #Justicia #Dignidad,@DulciAmiluna,2021-02-04,desastre proceso vacunatorio asi alcaldesa reginato postular concejal 2 dia proceso fallar exponer salud solo fisica mental abuelo padre merecer respeto,1
3092,3092,3092,AtacamaQuerida,@AtacamaQuerida,2021-02-04,alguien poner pedir indemnizacion si vacuna provocar alguno dano responder si enferma grave covid vacunar él intubo quedar secuelado pediria responder,1
3093,3093,3093,Andrea Obaid,@AndreaObaid,2021-02-04,hermano medico vacunar hoy cunada enfermera vacuno ayer alivio esperar toque alguno momento,1
3094,3094,3094,Makarena Rodríguez,@makadenisse,2021-02-04,ultimo eslabon cadena vacunar yo francamente hacer ansiedad,1
3095,3095,3095,Andrea Boudeguer Simonetti,@aboudeguer,2021-02-04,vino vecino 94 ano presumir lindo ayer recibir vacuna hacer ano ver,1
3096,3096,3096,Daniela Figari,@daniela_figari,2021-02-04,emocionar ver rrss lleno gente vacunado poderoso respuesta equipo montar manana tocar paso ganado poder volver mundo exterior,1
3097,3097,3097,Luis Esteban Ardiles,@cachoardiles,2021-02-04,proximo 10 febrero corresponder 2 dosis pfizero ayer viejo vacuno 1 dosis sinovac abuelo ayer igual vacuno sinovac ir chile vacunar él empezar derrotar pandemia,1
3098,3098,3098,Lila Osses,@heeeylaila,2021-02-04,encantar ver publicación colega salud vacunar él encuentro dar esperanza servir ejemplo,1
3099,3099,3099,Pachita,@pazitapaz,2021-02-04,papas vacunaronello alergia medicamentosmarisco pescadoel cardiopatia diabetestoma anticoagulante cosa ambos impecablessin reacción adverso feliz esperanzado pandemia terminar prontopor empezar,1
3100,3100,3100,luis O. morales I.,@elwarendetemuco,2021-02-04,sonar mbachelet expresidenta doctora ingresar consultorio vacunar él senal unidad apoyo campana luegodespert,1
3101,3101,3101,Guillermo Antonio,@GupavAntonio,2021-02-04,the lancet liberar estudio mostrar seguridad vacuna sinovac poblacion mayor 60 ano,1
3102,3102,3102,María de Ios Ángeles,@mangii281,2021-02-04,haber hacer idea ahora alguno momento tocar vacunar yo centrado personal esencial grupo riesgo aunque todavia parecer incierto lejano,1
3103,3103,3103,Raúl Patipelado Alvial,@alvial25,2021-02-04,contento red social ninguno antivacuna terraplanista alcoholico marihuanero monton ciudadano vacunar llegado turno,1
3104,3104,3104,Fernanda,@Fercilidad,2021-02-04,profesor considerado primero tanda vacuna significar llegar 1 marzo ninguno barrera protecer nino insolito,1
3105,3105,3105,Omar Zevallos,@omarzev,2021-02-04,vacuna parecer guion mal hecho rosa guadalupe,1
3106,3106,3106,yasmine atenas,@yas_atenas,2021-02-04,mama primero dosis vacuno listo,1
3107,3107,3107,Luis Escobar Bascur,@luisescobarb,2021-02-04,hoy feliz ver mucho gente vacunar él vacuno prima ayer manana vacunar 2 abuela lunes abuela feliz feliz ahora esperar ansioso papis poder vacunar yo,1
3108,3108,3108,P.Hugo Tagle Moreno,@HugoTagle,2021-02-04,felicitación autoridad x vacunacion ordenado buen logistica profesional bien organizado tb x buen ejemplo adulto gracias x espiritu positivo buen trabajo autoridad felicitación,1
3109,3109,3109,Househusband,@HousehusbandsES,2021-02-04,israel predecir guerra mundial z,1
3110,3110,3110,lavaleriacaterina,@lavaleria1981,2021-02-04,mama 66 ano faltar ir él acampar cesfam,1
3111,3111,3111,Angelica,@Angelic27761073,2021-02-04,cuento ayer vacunar vacuna sinovac ninguno complicacion solo leve molestia brazo,1
3112,3112,3112,Camifemininja,@camilaolazo,2021-02-04,hablar outfit estar sacar ls adult mayor ir vacunar él elegancia trascender clase social ir punta blanco mejor pinto momento importante emocionar ver él ir duda vacunarse,1
3113,3113,3113,Juan Carlos Said,@juancarlossaid,2021-02-04,acabar vacunar soterodelrio gracias personal salud q participar proceso q permitir salvar vida mil chileno proximo mes,1
3114,3114,3114,P@to,P@to,2021-02-04,tambien vacunar,1
3115,3115,3115,Mayamiqueña,@claudiadina,2021-02-04,aplaudir celebrar enterar yo familiar vacunado que alegriar,1
3116,3116,3116,pazelisa,@elisarambal37,2021-02-04,superar pandemia,1
3117,3117,3117,ENRIQUE VILLALOBOS,@evillalobospin1,2021-02-04,puesto segundo dosis incidencia ninguno,1
3118,3118,3118,Andres -TriCampeon-,@Andr3s_Crzd,2021-02-04,abuelo vacunado feliz,1
3119,3119,3119,O. Castillo-Felisola,@OCFelisola,2021-02-04,supuestamente querer acabar pandemia tv aparecer politico medico decir vacunar semana convencer viejo vacunir enfermera quezer vacunar alergia sulfo saludresponde,1
3120,3120,3120,Marcelo Muñoz-Felipe,@iamarceloamunoz,2021-02-04,soler felicitar gobierno vez saco sombrero plan vacunacion gobiernodechile politica exitoso ganar,1
3121,3121,3121,Sofia,@SofiaEsBot,2021-02-04,wea chino,1
3122,3122,3122,"La Jojo
「 Stand name: 8M
」",@LaMultiversiana,2021-02-04,acuir esperar titan salir abuela,1
3123,3123,3123,Judit,@JuditOh6,2021-02-04,despues 21 dia segundo dosis puesto respecto primero dosis solo sensibilidad dolor brazo pinchar dema genial,1
3124,3124,3124,#No_Guerra_Contra_PuebloMapuche,@jazzun,2021-02-04,nino embarazado vacuna hagal vacunesar miedo excusa,1
3125,3125,3125,Ana FdV,@afdelvalle,2021-02-04,segundo dosis puesto hucaasturia,1
3126,3126,3126,Sayu,@somedaycallme,2021-02-04,recibir primero dosis vacuno covid bien aqui,1
3127,3127,3127,Rafael Bustamante,@rafaelbus19,2021-02-04,triste amar ser amar mas triste defender vacuna vacunado,1
3128,3128,3128,Daniela Schneeberger #Quedateencasa,@Dani_schnee,2021-02-04,feliz hoy vacunir familia poder vacunar,1
3129,3129,3129,Hyrule,@GuerreraHyrule,2021-02-04,oficial vacunir covid raro sentir aguja dentro mio doler ahora reposar 10 minuto mas demorar llegar vacunar,1
3130,3130,3130,Christian Alejandro Vidal Paiva,@chavp,2021-02-04,adulto mayor respetar par votar entender q deber cuidar vacunar persona adulto mayor ejemplo ojala futuro abuelosadultospersonas mayor aprender vacuno aun tocar dia,1
3131,3131,3131,Roberto Poblete A,@RobertoPobleteA,2021-02-04,parecer afortunado vacunacion comenzar personal salud persona mayor terminar etapa deberio considerar trabajador educacion 1 marzo comenzar ano escolar forma presencial,1
3132,3132,3132,Paula Carolingia,@PaupinozaP,2021-02-04,tvn infantilizar erotizar imposibilidad hacer nota adulto,1
3133,3133,3133,YqueMeImporta?,@HumbertoRiveros,2021-02-04,cierto tuiteo poner duda vacuna proceso mismo envejecer mal adema casi malo leche mas forzar ver vaso medio vacio,1
3134,3134,3134,"M
TI CC",@Maticolocolito,2021-02-04,si persona odio mas mundo apoyar clase inferior ser viviente alcanzar ser animal,1
3135,3135,3135,Mario Conejeros,@Mario_Conejeros,2021-02-04,madre 90 ano fin vacuno ayer asumir temor querer anoche despues ver noticia persona vacunar cambio opinion hoy vacuno confiar dio ciencia tomar decision correcto,1
3136,3136,3136,Ñoño,@DavidCastilloP,2021-02-04,poner centro accion persona común andar mejor necesitar robusto preocupado ocupado bienestar todes,1
3137,3137,3137,NELIDA ROJAS,@NELITA52,2021-02-04,chile munilareino ell reportar the lancet decir seguridad tolerabilidad inmunogenicidad vacuna inactivado sarscov2 coronavac adulto sano 60 ano mas vacuna inocular persona alto riesgo 60 pedir dcto doc,1
3138,3138,3138,Rodrigo RGC,@rgc25_biordg,2021-02-04,aquel persona estar mejor amiga morir noviembre si recibir vacuna aun estariar aqui vacunese hagal aquel estar aquel seguir dar pelea uci ser querido,1
3139,3139,3139,Paula Carolingia,@PaupinozaP,2021-02-04,dra maria carmen molina imposible conocer efecto largo plazo imposible q estudio si doctora doctorado aunque medico pajarober,1
3140,3140,3140,Diego Antonio,@diego_vargas17,2021-02-04,ano wn asado sobremesa carrete defender ciencia sinfin barbarido atacar menospreciar mentirio si decir dia sentir satisfaccion personal ver maquinaria cientifico mundo funcionar,1
3141,3141,3141,Luisa Gutiérrez S.,@Luisagutierrezs,2021-02-04,orgulloso papa vacuno,1
3142,3142,3142,Juan Perez Soto,@JuanitoPerezSot,2021-02-04,derecho aymaro vivir tranquilo territorio ancestral libertad absoluto migrar legal ilegalmente progre hacer corto circuito tomar partido,1
3143,3143,3143,Carlos Feña Riveros,@MonoC0nNavaja,2021-02-04,tratar wns gripe espanol saber operar farmaceutico doctor politico d espalda ciudadania necesario informacion claro saludo negligente d voceriavirtual reflexionar expandir debate,1
3144,3144,3144,HeriCastelán,@HeriCastelan,2021-02-04,buen dia despertar hoy gran dia,1
3145,3145,3145,Ignacio Clavijo,@IgnacioClavijo,2021-02-04,medio comunicacion asir cubierto exitoso proceso vacunacion podriar dar tribuna negacion vacunacion profesional salud publico negar vacuna,1
3146,3146,3146,Pablo Toloza Constituyente,@pablotoloza,2021-02-04,felicitación proceso vacunacion emocionar ver escuchar testimonio adulto mayor feliz despues encierro estar dar nuevamente leccion compromiso civilidad felicitación ademo trabajador salud,1
3147,3147,3147,Karina,@Kalereanz,2021-02-04,alguien vacunado ayer corresponder 2da dosis,1
3148,3148,3148,CRISTINA OPAZO A.,@CRISTHY2014,2021-02-04,doc sebasugarte podriar ser mas grave q podriar pasar despue d vacuna saludo gracias,1
3149,3149,3149,María José Palma,@MariaJosePalmaN,2021-02-04,segundo dia proceso inedito presidente sebastianpinerar inicio mucho anticipacion mayo2020 hoy mil chileno poder tener vacuna dar duda esperanza alegria hoy momento adulto mayor,1
3150,3150,3150,Patricio Cerda Adaro,@patocerdaciudad,2021-02-04,pa organizar tecito bailoteo campana hotel ohiggin logistica municipal funcionar reloj,1
3151,3151,3151,pH,@Patrher,2021-02-04,vez mas gobierno vacuna primero vez connotacion positivo,1
3152,3152,3152,"Garau, Don
arcos",@marcosgarau,2021-02-04,abuelapor fin poner abueloay viejo hocicona,1
3153,3153,3153,Luis Valdés,@__Valdes,2021-02-04,impresionar responsabilidad superior generacion convocado vacunar él ayer todo discrepancia superviviente entender vacuna opcion deber dejar pasar,1
3154,3154,3154,La Uge #quedateencasa,@meugenialopezh,2021-02-04,escuchar alegria suegra 88 ano haber él vacunar mierda bicho hacer llenar yo esperanza cuanto poder,1
3155,3155,3155,Franco,@lm_not_Homer,2021-02-04,quedar duda vacuna estar usar persona mayor mismo usar pinero familia comprar menos eficaz ciudadano,1
3156,3156,3156,Pamela Fierro,@pamelindaaaaaa,2021-02-04,avanzar psicologoso considerado personal salud ronda vacunacion avance reivindicar entregar él dignidad gremio silencioso trabajo 2020 reparo contenciar salud mental,1
3157,3157,3157,Alejandra Calvo,@Alusa_,2021-02-04,decir vina respetar calendario ministeriosalud saludssrv incluso mandar adulto mayor 90 mas casa registrar si llamar mejor ir vacunar,1
3158,3158,3158,Mi Radio,@MiRadiols,2021-02-04,seremi salud coquimbo alejandro garcia primero jornada vacunacion exitoso colocar 3310 dosis solo jornada comportamiento adulto mayor ejemplar,1
3159,3159,3159,Joaquín,@joaquinccrs,2021-02-04,vina mar proceso vacunacion horrible inscripcion via web excluir mayoria grupo objetivo primero etapa ahora generar aglomeración cesfam/ respuesta esperar solucionar proximo hora,1
3160,3160,3160,Diego ,@DieguiLost,2021-02-04,si persona simple resfrio poder vacunar,1
3161,3161,3161,tina,@sidcristina,2021-02-04,pues vacunar primero pasito fin,1
3162,3162,3162,naty,@natywentz,2021-02-04,empezar vacunar x/100 adulto mayor estar llegar 7 am estar esperar tiempo,1
3163,3163,3163,Moira Henzi Becker,@MoiraHenzi,2021-02-04,aqui poder informar él local vacunacion estar habilitado cada comuna region pais ira actualizar acuerdo calendario vacunacion,1
3164,3164,3164,Margarita Guarello,@MGuarello,2021-02-04,extraordinario despliegue sistema salud nuevamente sentir orgullo profesional salud publicar ciudadania bien minsal gestion,1
3165,3165,3165,pao reyes v,@paoreyesvargas,2021-02-04,posible abuelito frio hacer esperar consultorio llevar propio silla municipio mas recurso mas ineficientepero festival correr wnes tal figurar,1
3166,3166,3166,Russel González Belliazzi,@RusselGonzalez,2021-02-04,dejar molestar abuelo buenosdiastvn periodismo chaquetero altura solo empeoram proceso comentario,1
3167,3167,3167,Cancino,@r_cancinoc,2021-02-04,cagar vina mar vacuna lamentable ver adulto mayor expuesto frio esperar mas hora,1
3168,3168,3168,Mi Radio,@MiRadiols,2021-02-04,lorena casarin jefa depto salud municipal sereno indicar deber atender numero colegio luis braille vacunar cesfam cescof posta ademo centro mas grande coliseo polideportivo cia,1
3169,3169,3169,Adriana Bastias Constituyente D-16,@bastias_adriana,2021-02-04,recordar q segundo dosis vacunacion q deber mantener medida cuidado uso correcto mascarilla lavado frecuente mano distanciamiento fisico q proceso d vacunacion recien comenzar grupo etario acotado redinvestchile,1
3170,3170,3170,Sun,@Sunshine_H_,2021-02-04,si 3ra edad saber usar twitter serio lugar mas agradable,1
3171,3171,3171,Roxana,@Roxana_delnorte,2021-02-04,ejemplo emocionante dar abuelito votar ahora vacunar él,1
3172,3172,3172,aleyandra,@Dbartycito,2021-02-04,manza cagaita cotyreginato parecer unico prioridad febrero ver festival organizacion vergenza ver estar pasar ministeriosalud fiscalizacion,1
3173,3173,3173,El Preller,@jonaspreller,2021-02-04,comprar ano ali express fabricacion celular trazabilidad imposible ropa venir pais siquiera escuchar ahora preocupacer origen vacuna duro,1
3174,3174,3174,Beauty Morningstar,@lindafuenzalida,2021-02-04,yaer ahora leer él tono ironico si salir idioto habitualmente,1
3175,3175,3175,HildaFernanda,@hildafernandag,2021-02-04,vacunacion masivo seguro terminar exitoso fruto azar momento reconocer enfermera pais,1
3176,3176,3176,ÑUBLE ON LINE,@NUBLEONLINE_,2021-02-04,hoy gran dia adulto mayor 88 89 ano gustar conocer experiencia ir vacuna cuenteno enviar video nublir online subir 56933960582,1
3177,3177,3177,GABRIEL TORO SALINAS,@GBTS70,2021-02-04,hoy gran dia adulto mayor 88 89 ano gustar conocer experiencia ir vacuna cuenteno enviar video nublir online subir 56933960582,1
